year,country,firstname,lastname,problem1,problem2,problem3,problem4,problem5,problem6,total,rank,award
1985,ITA,Emanuele,Callegari,0,1,0,0,2,1,4,170,
1985,KWT,Esmail,Redha,3,0,0,0,1,0,4,170,
1985,MAR,Bouhemou,Hassan,0,0,0,3,0,1,4,170,
1985,NOR,Rune,Sundgot,1,0,0,2,0,1,4,170,
1985,POL,Artur,Gibus,0,0,0,0,0,4,4,170,
1985,ESP,Ignacio,Gariojo Amilburu,0,1,0,1,1,1,4,170,
1985,ALG,Sidi Mohammed,Berrezkellah,0,0,0,2,0,1,3,181,
1985,FIN,Mauri,Vesimäki,1,1,0,1,0,0,3,181,
1985,HEL,Dimitrios,Goynopoulos,0,0,0,0,2,1,3,181,
1985,MAR,Laftit,Abdelouafi,1,1,0,0,0,1,3,181,
1985,NOR,Finn Dag,Buod,0,0,0,2,0,1,3,181,
1985,NOR,Bjornar G.,Tonnesen,1,0,0,1,0,1,3,181,
1985,ESP,Juan,Aguaron Joven,1,0,0,0,1,1,3,181,
1985,TUR,Hilmi,Ege,2,0,0,0,0,1,3,181,
1985,BEL,Bart,Maximus,0,0,0,2,0,0,2,189,
1985,BEL,Bart,Smets,0,1,0,1,0,0,2,189,
1985,CYP,Nicos,Georgiades,1,1,0,0,0,0,2,189,
1985,FIN,Erkki,Koivusalo,1,0,0,1,0,0,2,189,
1985,FIN,Kari,Lehtinen,0,1,0,1,0,0,2,189,
1985,ITA,Achille,Astolfi,1,0,0,1,0,0,2,189,
1985,ITA,Valentina,Luridiana,0,1,0,0,0,1,2,189,
1985,ITA,Riccardo,Magnolfi,1,0,0,1,0,0,2,189,
1985,NOR,Knut Einar,Rosendahl,1,0,0,0,0,1,2,189,
1985,CYP,Anastasia,Papageorgiou,1,0,0,0,0,0,1,198,
1985,FIN,Hannu,Lauri,1,0,0,0,0,0,1,198,
1985,HEL,Ioannis,Sinodinos,0,0,0,0,0,1,1,198,
1985,KWT,Abdullah,Hussain,1,0,0,0,0,0,1,198,
1985,KWT,Muhammad,Mujaideli,1,0,0,0,0,0,1,198,
1985,KWT,Mustafa,Redha,1,0,0,0,0,0,1,198,
1985,MNG,Gantuya,Badamgarav,0,1,0,0,0,0,1,198,
1985,BEL,Kenneth,Groosman,0,0,0,0,0,0,0,205,
1985,CYP,Leonidas,Antoniou,0,0,0,0,0,0,0,205,
1985,CYP,George,Shiamishis,0,0,0,0,0,0,0,205,
1985,KWT,Naji,Marri,0,0,0,0,0,0,0,205,
1985,TUR,Sami,Cohen,0,0,0,0,0,0,0,205,
1986,HUN,Géza,Kós,7,7,7,7,7,7,42,1,Gold medal
1986,USS,Vladimir,Roganov,7,7,7,7,7,7,42,1,Gold medal
1986,USS,Stanislav,Smirnov,7,7,7,7,7,7,42,1,Gold medal
1986,GDR,Jörg,Jahnel,7,7,7,6,7,7,41,4,Gold medal
1986,CHN,Weimin,Fang,7,7,7,7,6,7,41,4,Gold medal
1986,USA,Joseph,Keane,7,7,7,7,6,7,41,4,Gold medal
1986,ROU,Marius,Dabija,7,7,7,5,7,7,40,7,Gold medal
1986,CHN,Hao,Zhang,7,7,4,7,7,7,39,8,Gold medal
1986,FRA,Bruno,Sauvalle,3,7,7,7,7,7,38,9,Gold medal
1986,BRA,Ralph Costa,Teixeira,7,7,2,7,7,7,37,10,Gold medal
1986,CHN,Pingli,Li,7,7,3,7,6,7,37,10,Gold medal
1986,GER,Martin,Härterich,7,7,1,7,7,7,36,12,Gold medal
1986,USA,David,Grabiner,7,7,1,7,7,7,36,12,Gold medal
1986,USA,Jeremy,Kahn,2,7,5,7,7,7,35,14,Gold medal
1986,BGR,Iliya,T. Kraichev,7,7,1,5,7,7,34,15,Gold medal
1986,GER,Wieland,Fischer,7,7,0,7,6,7,34,15,Gold medal
1986,ROU,Nicolae,I. Beli,7,7,0,7,7,6,34,15,Gold medal
1986,VNM,Hà,Anh Vũ,7,7,7,5,7,1,34,15,Gold medal
1986,GER,Georg,Illies,4,7,1,7,7,7,33,19,Silver medal
1986,GER,Götz,Wiesend,4,7,1,7,7,7,33,19,Silver medal
1986,UNK,Dominic D.,Joyce,6,7,7,7,6,0,33,19,Silver medal
1986,AUT,Harold,Steinacker,5,7,0,7,6,7,32,22,Silver medal
1986,CAN,Ravi,Vakil,7,7,0,7,6,5,32,22,Silver medal
1986,USS,Gennadij,Gluščenko,2,7,5,5,7,6,32,22,Silver medal
1986,USA,John,Overdeck,7,7,1,7,6,4,32,22,Silver medal
1986,AUT,Wolfgang,Stöcher,7,7,4,7,6,0,31,26,Silver medal
1986,GDR,Stefan,Günther,4,7,0,6,7,7,31,26,Silver medal
1986,GDR,Mathias-Torsten,Tok,7,7,2,7,7,1,31,26,Silver medal
1986,USS,Anton,Lunin,7,7,1,7,7,2,31,26,Silver medal
1986,BGR,Ivaylo,Marinov Nedelchev,7,7,1,7,3,5,30,30,Silver medal
1986,CZS,Vladimír,Kordula,2,7,0,7,7,7,30,30,Silver medal
1986,FRA,Peirre,Meyer,2,7,0,7,7,7,30,30,Silver medal
1986,GER,Markus,Lauer,3,7,5,7,6,2,30,30,Silver medal
1986,GER,Eric,Müller,7,7,2,7,7,0,30,30,Silver medal
1986,ISR,Yoav,Yaffe,7,7,6,7,1,2,30,30,Silver medal
1986,ROU,Iulian,Grindeanu,3,7,7,5,7,1,30,30,Silver medal
1986,UNK,Andrew David,Smith,3,7,1,5,7,7,30,30,Silver medal
1986,USA,Darien,Lefkowitz,3,7,2,4,7,7,30,30,Silver medal
1986,VNM,Nguyễn,Phương Tuấn,7,7,2,7,7,0,30,30,Silver medal
1986,CAN,Steven,Siu,7,7,1,1,6,7,29,40,Silver medal
1986,HUN,Géza,Tóth,1,7,0,7,7,7,29,40,Silver medal
1986,ISR,Shoni,Dar,7,7,0,7,7,1,29,40,Silver medal
1986,MAR,Chilali,Mahmoud,5,7,4,7,6,0,29,40,Silver medal
1986,USA,William,Cross,7,7,1,7,6,1,29,40,Silver medal
1986,CZS,Petr,Hájek,0,7,0,7,7,7,28,45,Silver medal
1986,HUN,László,Lipták,7,7,0,7,7,0,28,45,Silver medal
1986,NOR,Stig,Hemmer,6,7,0,2,6,7,28,45,Silver medal
1986,ROU,Mihai,I. Anitescu,7,7,2,5,6,1,28,45,Silver medal
1986,USS,Sigitas,Kiaras,1,7,0,7,6,7,28,45,Silver medal
1986,USS,Viktor,Porošin,0,7,2,5,7,7,28,45,Silver medal
1986,BGR,Dragomir,Peykov,7,7,1,0,7,5,27,51,Silver medal
1986,CZS,Marcel,Polakovič,7,7,0,7,6,0,27,51,Silver medal
1986,ESP,Ricardo,Perez Marco,5,6,2,7,7,0,27,51,Silver medal
1986,BEL,Frédéric,van der Plancke,3,1,7,7,7,1,26,54,Silver medal
1986,BGR,Ivaylo,Kortezov,5,0,0,7,7,7,26,54,Silver medal
1986,CYP,Marios,Papadopoulos,7,7,0,7,4,1,26,54,Silver medal
1986,GDR,Ingo,Warnke,4,7,0,7,7,1,26,54,Silver medal
1986,CHN,Qin,Jing,7,7,0,0,5,7,26,54,Silver medal
1986,VNM,Nguyễn,Hùng Sơn,7,7,0,6,5,1,26,54,Silver medal
1986,AUS,David,Hogan,4,7,0,7,7,0,25,60,Bronze medal
1986,CZS,Adam,Zach,0,7,1,7,3,7,25,60,Bronze medal
1986,AUT,Helmuth,Breitenfellner,4,7,4,2,7,0,24,62,Bronze medal
1986,GDR,Gunter,Döge,3,7,2,4,7,1,24,62,Bronze medal
1986,ROU,Dorin,N. D. Bucur,2,7,0,7,7,1,24,62,Bronze medal
1986,VNM,Nguyễn,Tuấn Trung,7,7,0,7,3,0,24,62,Bronze medal
1986,BGR,Vladimir B.,Mihov,2,7,0,0,7,7,23,66,Bronze medal
1986,POL,Piotr,Jędrzejewicz,2,7,0,0,7,7,23,66,Bronze medal
1986,SWE,Richard,Ehrenborg,2,5,0,2,7,7,23,66,Bronze medal
1986,FIN,Matti,Tienari,7,0,4,5,6,0,22,69,Bronze medal
1986,HUN,Géza,Makai,2,7,0,1,5,7,22,69,Bronze medal
1986,TUN,Ben,Halima Raouf,3,7,0,5,7,0,22,69,Bronze medal
1986,UNK,Kevin Mark,Buzzard,2,7,0,0,6,7,22,69,Bronze medal
1986,BEL,Michel,Bultreys,2,7,1,7,4,0,21,73,Bronze medal
1986,BGR,Nikolaii B.,Mateev,2,7,0,1,4,7,21,73,Bronze medal
1986,CZS,Roman,Soták,3,7,0,0,6,5,21,73,Bronze medal
1986,FRA,Arnaud,Delian,2,7,1,5,6,0,21,73,Bronze medal
1986,HEL,Tilemahos,Stamkopuluos,7,7,0,2,5,0,21,73,Bronze medal
1986,UNK,John Reginald,Longley,1,7,0,7,6,0,21,73,Bronze medal
1986,VNM,Phùng,Hồ Hài,2,7,0,5,7,0,21,73,Bronze medal
1986,ALG,Nour,Maddahi,7,7,1,2,3,0,20,80,Bronze medal
1986,AUS,Ross,Jones,7,7,0,3,3,0,20,80,Bronze medal
1986,FRA,David,Harari,3,7,0,0,7,3,20,80,Bronze medal
1986,ITA,Ilaria,Damiani,7,7,0,1,5,0,20,80,Bronze medal
1986,MAR,Merzouki,Youssef,7,7,0,0,6,0,20,80,Bronze medal
1986,POL,Tadeusz,Pezda,7,0,0,0,6,7,20,80,Bronze medal
1986,UNK,Thomas,Royston Roughan,2,7,1,3,7,0,20,80,Bronze medal
1986,ALG,Mourad,Benakli,1,6,1,5,6,0,19,87,Bronze medal
1986,AUS,Catherine,Playoust,7,3,0,5,4,0,19,87,Bronze medal
1986,AUS,Terence,Tao,7,7,3,1,0,1,19,87,Bronze medal
1986,GDR,Harald,Heidler,3,7,1,1,7,0,19,87,Bronze medal
1986,HUN,András,Benczúr,1,7,0,7,2,2,19,87,Bronze medal
1986,CHN,Qiang,Lin,1,7,0,1,6,4,19,87,Bronze medal
1986,ESP,Juan,D. Gonzales Cobas,5,7,0,0,7,0,19,87,Bronze medal
1986,AUS,Ben,Robinson,3,7,0,2,2,4,18,94,Bronze medal
1986,AUT,Markus,Schorn,2,1,1,7,7,0,18,94,Bronze medal
1986,CAN,Giuseppe,Russo,7,5,1,3,2,0,18,94,Bronze medal
1986,CZS,Petr,Šleich,2,0,0,3,6,7,18,94,Bronze medal
1986,HEL,Haralambos,Tamvakis,7,0,0,7,4,0,18,94,Bronze medal
1986,ISR,Raz,Naot,7,0,0,1,3,7,18,94,Bronze medal
1986,ISR,Eitan,Sayag,2,7,1,1,7,0,18,94,Bronze medal
1986,YUG,Jože,Fabčič,3,7,0,0,6,2,18,94,Bronze medal
1986,YUG,Domagoj,Kovačević,2,6,1,0,6,3,18,94,Bronze medal
1986,BEL,Krist,Blomme,7,0,1,2,6,1,17,103,Bronze medal
1986,ITA,Alessandro,Pelizzola,0,7,0,4,6,0,17,103,Bronze medal
1986,MAR,Laftit,Abdelouafi,4,2,0,5,6,0,17,103,Bronze medal
1986,POL,Stanisław,Kasjan,3,7,0,0,7,0,17,103,Bronze medal
1986,ESP,Alberto,Garrido Arribas,0,7,0,7,3,0,17,103,Bronze medal
1986,AUS,Adrian,Chen,6,6,0,1,0,3,16,108,
1986,MAR,?,?,1,7,0,1,7,0,16,108,
1986,ALG,?,?,2,7,1,2,3,0,15,110,
1986,FIN,Tapio,Tallgren,7,0,0,1,6,1,15,110,
1986,ISR,Paul,Biran,1,6,0,3,3,2,15,110,
1986,NOR,Anders,Høyer Berg,7,0,0,1,0,7,15,110,
1986,CHN,Jian,Shen,1,7,0,7,0,0,15,110,
1986,POL,Marcin,Mazur,7,0,1,0,7,0,15,110,
1986,ROU,?,?,1,0,0,7,7,0,15,110,
1986,ESP,Carlos,Ueno Jacue,1,7,0,6,1,0,15,110,
1986,TUN,Anis,Allouche,2,7,0,0,5,1,15,110,
1986,UNK,James Norman Benedict,Angus,2,7,0,0,6,0,15,110,
1986,YUG,Olivera,Milenković,2,7,0,5,0,1,15,110,
1986,BRA,Alexandre de Azevedo Palmeira,Filho,7,0,0,5,2,0,14,121,
1986,CAN,Bryan,Feir,7,5,0,1,1,0,14,121,
1986,CAN,Rocky,Lee,1,0,0,4,4,5,14,121,
1986,COL,Mauricio,Lopez,7,1,1,2,3,0,14,121,
1986,KWT,?,?,5,0,0,0,6,3,14,121,
1986,TUN,Mahdi,Abouda,1,7,0,0,6,0,14,121,
1986,TUR,Ender,Topal,7,0,0,0,6,1,14,121,
1986,YUG,Predrag,Antić,7,0,0,5,1,1,14,121,
1986,AUT,,,3,0,0,6,4,0,13,129,
1986,CUB,?,?,7,1,0,2,3,0,13,129,
1986,FRA,?,?,2,7,0,0,3,1,13,129,
1986,KWT,?,?,5,2,0,0,6,0,13,129,
1986,COL,,,2,2,0,5,3,0,12,133,
1986,CUB,?,?,3,0,0,7,2,0,12,133,
1986,HEL,,,6,0,0,6,0,0,12,133,
1986,ISL,Fjóla Rún,Björnsdóttir,7,0,0,1,3,1,12,133,
1986,ITA,Emanuele,Callegari,1,2,0,7,2,0,12,133,
1986,MNG,?,?,7,0,1,3,1,0,12,133,
1986,SWE,Kalle,Åström,2,0,0,7,3,0,12,133,
1986,TUN,?,?,3,7,0,1,1,0,12,133,
1986,TUR,Anıl,Aydoğan,2,4,1,1,4,0,12,133,
1986,HUN,Miklós,Bóna,3,1,0,0,6,1,11,142,
1986,ISL,Ari Kristinn,Jónsson,7,0,0,1,3,0,11,142,
1986,KWT,?,?,4,1,0,4,2,0,11,142,
1986,LUX,Claude,Dieschbourg,2,0,0,5,4,0,11,142,
1986,LUX,Christian,Pauly,3,0,0,5,3,0,11,142,
1986,SWE,Patrik,Andersson,2,0,0,5,4,0,11,142,
1986,TUN,?,?,3,7,0,1,0,0,11,142,
1986,TUN,?,?,2,6,0,0,3,0,11,142,
1986,VNM,Đoàn,An Hải,3,0,0,2,5,1,11,142,
1986,ALG,Abdenour,Achab,4,3,0,0,3,0,10,151,
1986,COL,,,2,1,0,5,2,0,10,151,
1986,COL,,,7,0,0,1,0,2,10,151,
1986,CUB,?,?,3,0,2,4,0,1,10,151,
1986,CYP,Petros,Hadjicostas,7,2,0,0,0,1,10,151,
1986,FIN,,,7,2,0,1,0,0,10,151,
1986,MNG,?,?,5,1,0,1,3,0,10,151,
1986,MNG,?,?,5,1,0,1,3,0,10,151,
1986,NOR,Tor,Egge,0,7,0,0,3,0,10,151,
1986,POL,Arkadiusz,Salwa,1,7,0,0,2,0,10,151,
1986,YUG,Nikola,Ruškuc,1,7,0,0,1,1,10,151,
1986,ALG,?,?,0,7,0,1,1,0,9,162,
1986,AUT,,,2,0,0,1,6,0,9,162,
1986,BRA,André Luiz Viana,Malta,3,0,0,6,0,0,9,162,
1986,FRA,?,?,0,7,0,0,2,0,9,162,
1986,ISL,Sverrir Örn,Þorvaldsson,7,1,0,0,1,0,9,162,
1986,ISR,Gadi,Kozma,2,0,1,0,5,1,9,162,
1986,TUR,Ender,Birgül,0,7,0,1,1,0,9,162,
1986,TUR,Engin,Erzin,7,0,0,0,1,1,9,162,
1986,TUR,Alkan,Kabakçıoğlu,2,4,0,0,3,0,9,162,
1986,YUG,Zoran,Črnja,1,0,0,1,7,0,9,162,
1986,BRA,Evandro,Gouvêa,3,0,0,2,3,0,8,172,
1986,CUB,?,?,3,0,1,0,4,0,8,172,
1986,KWT,?,?,5,2,0,0,1,0,8,172,
1986,MNG,?,?,7,0,0,1,0,0,8,172,
1986,POL,Jacek,Zienkiewicz,2,0,0,0,6,0,8,172,
1986,ALG,?,?,0,2,0,5,0,0,7,177,
1986,COL,,,7,0,0,0,0,0,7,177,
1986,CYP,Nicos,Georgiades,2,0,1,2,2,0,7,177,
1986,MNG,?,?,3,0,0,1,0,3,7,177,
1986,MNG,?,?,5,0,0,0,2,0,7,177,
1986,BEL,?,?,1,1,0,1,3,0,6,182,
1986,CYP,Loukia,Demetriou,3,0,0,1,2,0,6,182,
1986,FIN,,,1,0,0,1,4,0,6,182,
1986,HEL,,,0,0,0,3,3,0,6,182,
1986,MAR,?,?,3,0,0,1,2,0,6,182,
1986,NOR,,,3,0,0,0,3,0,6,182,
1986,NOR,,,3,0,0,0,3,0,6,182,
1986,BEL,?,?,2,1,0,1,1,0,5,189,
1986,CAN,Alexandru,Romosan,2,0,0,0,3,0,5,189,
1986,COL,,,1,2,0,1,1,0,5,189,
1986,CUB,?,?,3,0,0,2,0,0,5,189,
1986,ISL,Geir,Agnarsson,4,0,0,1,0,0,5,189,
1986,SWE,Mats,Bengtsson,1,0,0,0,4,0,5,189,
1986,SWE,Per,Liljenberg,2,0,0,0,3,0,5,189,
1986,BEL,?,?,2,0,0,1,0,1,4,196,
1986,FIN,,,1,0,0,3,0,0,4,196,
1986,HEL,,,3,0,0,0,1,0,4,196,
1986,CUB,?,?,0,0,0,2,1,0,3,199,
1986,CYP,Christoforos,Hadjicostis,3,0,0,0,0,0,3,199,
1986,FIN,,,2,0,0,0,0,1,3,199,
1986,NOR,,,1,0,0,2,0,0,3,199,
1986,HEL,,,2,0,0,0,0,0,2,203,
1986,KWT,?,?,2,0,0,0,0,0,2,203,
1986,MAR,?,?,0,0,0,1,1,0,2,203,
1986,TUR,Kutlay,Karaman,1,0,0,1,0,0,2,203,
1986,BRA,Marcelo Ricardo Xavier,de Mendonça,1,0,0,0,0,0,1,207,
1986,CYP,Antonis,Eleftheriou,0,0,0,1,0,0,1,207,
1986,SWE,Ana,von Klopp,0,0,0,1,0,0,1,207,
1986,BRA,Marcos de Castro,Pacitti,0,0,0,0,0,0,0,210,
1987,BRA,Ralph Costa,Teixeira,7,7,7,7,7,7,42,1,Gold medal
1987,BGR,Vladimir B.,Mihov,7,7,7,7,7,7,42,1,Gold medal
1987,CAN,Ravi,Vakil,7,7,7,7,7,7,42,1,Gold medal
1987,GDR,Frank,Göring,7,7,7,7,7,7,42,1,Gold medal
1987,GDR,Gerd,Kunert,7,7,7,7,7,7,42,1,Gold medal
1987,GER,Jörg,Eisfeld,7,7,7,7,7,7,42,1,Gold medal
1987,GER,Martin,Härterich,7,7,7,7,7,7,42,1,Gold medal
1987,GER,Thorsten,Kleinjung,7,7,7,7,7,7,42,1,Gold medal
1987,GER,Wolfgang,Schwarz,7,7,7,7,7,7,42,1,Gold medal
1987,CHN,Xiong,Liu,7,7,7,7,7,7,42,1,Gold medal
1987,CHN,Jun,Teng,7,7,7,7,7,7,42,1,Gold medal
1987,ROU,Mugurel,Barcău,7,7,7,7,7,7,42,1,Gold medal
1987,ROU,Nicuşor,Dan,7,7,7,7,7,7,42,1,Gold medal
1987,ROU,Andrei,Moroianu,7,7,7,7,7,7,42,1,Gold medal
1987,ROU,Liviu,Suciu,7,7,7,7,7,7,42,1,Gold medal
1987,ROU,Adrian,Vasiu,7,7,7,7,7,7,42,1,Gold medal
1987,USS,Lev,Borisov,7,7,7,7,7,7,42,1,Gold medal
1987,USS,Sergei,Ivanov,7,7,7,7,7,7,42,1,Gold medal
1987,USS,Stanislav,Smirnov,7,7,7,7,7,7,42,1,Gold medal
1987,UNK,Kevin Mark,Buzzard,7,7,7,7,7,7,42,1,Gold medal
1987,USA,Jordan S.,Ellenberg,7,7,7,7,7,7,42,1,Gold medal
1987,USA,Eric K.,Wepsic,7,7,7,7,7,7,42,1,Gold medal
1987,AUT,Wolfgang,Stöcher,7,7,7,7,7,6,41,23,Silver medal
1987,BGR,Ivaylo,Kortezov,7,7,7,7,7,6,41,23,Silver medal
1987,GER,Eric,Müller,7,7,7,7,7,6,41,23,Silver medal
1987,USS,Igor,Puhov,7,7,6,7,7,7,41,23,Silver medal
1987,UNK,Andrew David,Smith,7,6,7,7,7,7,41,23,Silver medal
1987,AUS,Terence,Tao,7,7,7,7,7,5,40,28,Silver medal
1987,BGR,Dragomir,Peykov,7,7,7,7,7,5,40,28,Silver medal
1987,GDR,Uta,Hövel,7,7,7,7,7,5,40,28,Silver medal
1987,HUN,András,Benczúr,7,7,7,7,5,7,40,28,Silver medal
1987,ROU,Bogdan,Andreiu,7,7,5,7,7,7,40,28,Silver medal
1987,GDR,Jörg,Jahnel,7,7,7,7,7,4,39,33,Silver medal
1987,GER,Markus,Lauer,7,7,7,7,7,4,39,33,Silver medal
1987,HUN,Gábor,Cynolter,7,7,7,7,7,4,39,33,Silver medal
1987,CZS,Pavol,Gvozdjak,7,7,7,7,7,3,38,36,Silver medal
1987,FRA,David,Harari,7,7,7,7,7,3,38,36,Silver medal
1987,USA,Robert,Southworth,7,7,6,7,7,4,38,36,Silver medal
1987,VNM,Trần,Trong Hùng,7,7,3,7,7,7,38,36,Silver medal
1987,CZS,Vladan,Majerech,7,7,7,7,7,2,37,40,Silver medal
1987,GDR,Gunter,Döge,7,7,7,7,7,2,37,40,Silver medal
1987,HUN,Tamás,Keleti,7,7,7,7,7,2,37,40,Silver medal
1987,HUN,Richárd,Rimányi,7,7,7,7,5,4,37,40,Silver medal
1987,USA,William,Schneeberger,7,7,1,7,7,7,36,44,Silver medal
1987,CZS,Petr,Čížek,7,7,7,7,7,0,35,45,Silver medal
1987,FRA,Julien,Cassaigne,7,7,0,7,7,7,35,45,Silver medal
1987,HUN,Tibor,Beke,7,7,7,7,7,0,35,45,Silver medal
1987,SWE,Mats,Persson,7,7,7,7,7,0,35,45,Silver medal
1987,USS,Ilya,Binder,7,7,0,7,7,7,35,45,Silver medal
1987,YUG,Rade,Todorović,7,7,7,7,7,0,35,45,Silver medal
1987,BGR,Zvezdelina,Stankova,7,7,6,7,7,0,34,51,Silver medal
1987,FRA,Jean-Marc,Daul,7,7,1,7,7,5,34,51,Silver medal
1987,CHN,Qiang,Lin,1,7,7,5,7,7,34,51,Silver medal
1987,CHN,Zigang,Pan,7,7,6,7,7,0,34,51,Silver medal
1987,AUS,Kin Yan,Chung,7,7,7,7,5,0,33,55,Silver medal
1987,AUT,Helmuth,Breitenfellner,7,7,2,7,7,3,33,55,Silver medal
1987,CAN,Colin,Springer,7,7,5,5,7,2,33,55,Silver medal
1987,USS,Konstantin,Sturkas,7,7,1,7,7,4,33,55,Silver medal
1987,AUS,Ben,Robinson,2,7,2,7,7,7,32,59,Silver medal
1987,CZS,Robert,Babilon,7,3,7,7,1,7,32,59,Silver medal
1987,NLD,Roel,Janssen,7,5,6,7,7,0,32,59,Silver medal
1987,SWE,Jonas,Bygren,3,7,7,7,7,1,32,59,Silver medal
1987,UNK,George Edward,Russell,7,0,7,7,7,4,32,59,Silver medal
1987,USA,John,Woo,7,7,7,7,1,3,32,59,Silver medal
1987,BEL,V.,Lombart,1,7,2,7,7,7,31,65,Bronze medal
1987,BGR,Emanouil,Atanassov,3,7,1,7,6,7,31,65,Bronze medal
1987,GDR,Ingo,Warnke,7,7,7,3,7,0,31,65,Bronze medal
1987,UNK,Gareth John,McCaughan,7,3,7,6,5,3,31,65,Bronze medal
1987,HUN,László,Lipták,7,7,0,5,7,4,30,69,Bronze medal
1987,USA,Matthew,Cook,7,7,7,1,7,1,30,69,Bronze medal
1987,VNM,Nguyễn,Văn Guang,7,7,0,7,7,2,30,69,Bronze medal
1987,CZS,Roman,Soták,7,3,0,7,7,5,29,72,Bronze medal
1987,HEL,Ioannis,Ivrissimtzis,7,7,0,7,7,1,29,72,Bronze medal
1987,CHN,Xia,Gao,7,7,0,7,7,1,29,72,Bronze medal
1987,TUR,R. Hüsnü,Tutuncu,7,7,1,0,7,7,29,72,Bronze medal
1987,VNM,Phan,Phương Đạt,7,7,0,5,7,3,29,72,Bronze medal
1987,YUG,Vlado,Kešelj,7,7,7,1,7,0,29,72,Bronze medal
1987,NLD,Reyer,Gerlagh,1,7,7,6,7,0,28,78,Bronze medal
1987,NLD,Joris,van der Hoeven,7,7,1,0,7,6,28,78,Bronze medal
1987,ESP,Fernando,Galve Mauricio,7,6,0,7,7,1,28,78,Bronze medal
1987,SWE,Daniel,Bertilsson,7,7,7,7,0,0,28,78,Bronze medal
1987,VNM,Phan,Trien Duong,7,7,0,7,7,0,28,78,Bronze medal
1987,HEL,Haralambos,Tamvakis,5,7,0,7,7,1,27,83,Bronze medal
1987,LUX,Christian,Pauly,7,7,6,1,6,0,27,83,Bronze medal
1987,POL,Grzegorz,Łabędzki,7,7,0,7,5,0,26,85,Bronze medal
1987,BRA,Marcelo Ricardo Xavier,de Mendonça,7,7,2,2,7,0,25,86,Bronze medal
1987,CUB,Alex,Gay Cabera,7,7,0,7,4,0,25,86,Bronze medal
1987,SWE,Richard,Ehrenborg,7,2,1,7,7,1,25,86,Bronze medal
1987,VNM,Đoàn,Quoc Chien,2,7,0,7,7,2,25,86,Bronze medal
1987,CUB,Jorge Luis,de Armas Garcia,5,7,0,4,7,0,23,91,Bronze medal
1987,HEL,Dimitrios,Kodokostas,7,7,1,0,7,1,23,91,Bronze medal
1987,NLD,Marc,de Jong,2,7,1,6,7,0,23,91,Bronze medal
1987,AUT,Herwig,Egghart,0,7,7,0,7,1,22,95,Bronze medal
1987,BRA,Felipe Fritz,Braga,5,7,0,1,7,2,22,95,Bronze medal
1987,BGR,Dessislava,Bakardzieva,7,7,0,1,7,0,22,95,Bronze medal
1987,FIN,Matti Juhani,Lassas,7,0,0,7,7,1,22,91,Bronze medal
1987,FIN,Tommi V.,Timonen,7,0,7,7,1,0,22,86,Bronze medal
1987,IRN,Ali Asghar,Khanban,7,7,0,1,7,0,22,95,Bronze medal
1987,ESP,Santiago,Vila Doncel,7,7,1,0,7,0,22,95,Bronze medal
1987,VNM,Nguyễn,Hữu Tuấn,1,7,0,7,7,0,22,95,Bronze medal
1987,AUT,Wilhelm,Schlag,7,7,0,7,0,0,21,101,Bronze medal
1987,COL,Juan Carlos,Martinez Nieto,1,7,1,5,7,0,21,101,Bronze medal
1987,CZS,Marcel,Polakovič,7,0,0,7,7,0,21,101,Bronze medal
1987,HEL,Evangelos,Kobotis,7,5,0,1,7,1,21,101,Bronze medal
1987,ITA,Massimo,Gobbino,0,7,7,0,7,0,21,101,Bronze medal
1987,MAR,Abdellatif,Fazouane,5,7,0,2,7,0,21,101,Bronze medal
1987,POL,Krzysztof,Hryniewiecki,0,7,0,7,7,0,21,101,Bronze medal
1987,YUG,Nebojša,Vasiljević,7,0,1,6,7,0,21,101,Bronze medal
1987,NLD,Mark,van Hoeij,0,0,7,6,7,0,20,109,Bronze medal
1987,TUR,M. Kemal,Gülal,6,7,0,0,7,0,20,109,Bronze medal
1987,UNK,Gerard Francis,Thompson,0,7,0,5,7,1,20,109,Bronze medal
1987,YUG,Aleksandra,Smiljanić,7,7,0,6,0,0,20,109,Bronze medal
1987,AUT,Walter,Peinhopf,1,7,1,7,2,1,19,113,Bronze medal
1987,CAN,Rocky,Lee,4,7,0,1,6,1,19,113,Bronze medal
1987,CHN,Jianxun,He,2,7,0,5,5,0,19,113,Bronze medal
1987,FRA,Fabrice,Charretour,4,7,1,2,1,3,18,116,Bronze medal
1987,FRA,Bertrand,Eynrad,7,7,0,0,4,0,18,116,Bronze medal
1987,MAR,Mouaniss,Belrhiti Alaoui,5,7,0,5,1,0,18,116,Bronze medal
1987,MAR,Hassane,Hindi El Idrissi,1,7,0,3,7,0,18,116,Bronze medal
1987,ESP,Salvador,Villegas Barranco,7,4,0,0,7,0,18,116,Bronze medal
1987,CAN,Stephen,Fry,1,6,0,7,3,0,17,121,
1987,CAN,Gavin,MacBeath,0,7,0,3,7,0,17,121,
1987,FIN,Elina,Sihvola,5,7,0,2,3,0,17,146,
1987,ISL,Sverrir Örn,Þorvaldsson,7,2,1,0,7,0,17,121,
1987,IRN,Farzan,Fallah,0,7,0,0,7,3,17,121,
1987,MNG,?,Batbold,3,7,0,0,7,0,17,121,
1987,MNG,?,Dolgor,2,7,0,0,7,1,17,121,
1987,TUR,Koray,Karahan,3,7,0,7,0,0,17,121,
