wykres,source,0%,5%,10%,15%,20%,25%,30%,35%,40%,45%,50%,55%,60%,65%,70%,75%,80%,85%,90%,95%,100%
Pie,Coal,0,0,0,0,0,0,7,7,3,1,1,0,0,0,0,1,0,0,0,0,0
Pie,Nuclear,0,0,6,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bar,Coal,0,0,0,0,0,1,4,5,7,3,0,0,0,0,0,0,0,0,0,0,0
Bar,Nuclear,0,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tree,Coal,0,0,0,0,0,0,3,6,6,4,1,0,0,0,0,0,0,0,0,0,0
Tree,Nuclear,0,0,8,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waffle,Coal,0,0,0,0,0,0,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0
Waffle,Nuclear,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
