"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Singapore","SGP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","5768021089.07368","6237390785.35526","6708521322.33417","7382078105.87869","7153027947.96938","7713397891.48921","8498591975.24477","9561717154.66765","10855089863.674","12356734810.3612","14079541348.6336","15827351824.8082","17934796405.0064","19836433924.5001","21049864465.8475","21888095071.4068","23516027512.9068","25127408051.8519","27081659491.382","29669038812.0458","32669581793.9322","36203166471.7159","38774275624.3363","42091347329.9757","45792071006.7504","45506955681.0379","46117967403.0131","51097695328.704","56853249665.6405","62628807152.8988","68779564575.9452","73379866548.1743","78252042324.0719","87221976137.1793","96901528751.3126","103879388266.711","111640540157.912","120928833969.097","118274049666.54","125044059546.025","136347036849.473","134889342486.591","140169822003.387","146527654292.44","160915976665.758","172757841656.219","188315010084.428","205305009804.872","209140543445.435","209393611470.456","239809387605.427","254826893576.717","266164946826.856","278980908891.082","289862763533.356","298247041730.529","307082095146.221","318443461927.193","328440881504.009",
"Solomon Islands","SLB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404992002.135782","429308445.791426","483789608.006826","503027300.655914","549274724.603251","594444837.173453","603986745.827872","595291307.940904","605910509.572919","602986381.320632","516955401.688764","475709781.878089","462389895.989004","492445247.692077","516567042.630214","544571140.18616","582400591.286702","625032321.928704","669448807.80259","637728003.475092","681151189.956511","771033398.842218","806157010.33977","830485615.190125","849172294.870149","870760294.323488","900859048.929468","932698462.954361","964275182.4678",
"Sierra Leone","SLE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","863817135.344966","879443963.516214","919379224.248252","935006052.419499","997513439.72961","1069136458.7436","1087311778.52094","1087706272.12363","1109677110.34716","1204282042.06042","1308097094.08337","1353434647.0022","1365618734.66329","1396435536.25338","1445308382.62216","1469433708.96572","1462833360.39054","1463516149.70813","1498733209.57607","1566345045.40757","1642211026.51838","1689530164.13434","1770319366.26749","1733093061.99997","1804029154.90629","1708211023.79742","1729325313.38516","1854377474.03511","1723087548.88229","1735666087.96666","1793810866.92038","1836000592.5506","1486923459.01503","1507361956.18282","1478007825.58287","1359770845.99342","1383618798.07014","1302302386.53453","1325548670.11984","1299312276.32607","1385751986.4426","1297819715.60661","1640668858.77741","1793466334.29574","1911798254.1203","1997926594.51644","2082317301.22923","2250113451.89349","2371580993.56644","2447188210.25985","2578026297.15912","2740829818.87435","3156936272.93448","3810919876.16826","3984574819.98172","3163801388.83","3355384560.25255","3496685932.65603","3627040830.11032",
"El Salvador","SLV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7547385271.52541","8087863926.55763","8527588863.54527","8803600682.84468","9110443037.76855","9381687811.11888","9743657486.09797","10339729015.0707","10842412881.208","11420964151.8853","11754859680.7674","12348393129.4627","13185621806.3029","13887461579.1518","13306928822.6854","11740527960.8056","10513532819.1455","9850571147.79508","10001778768.2664","10135498124.0392","10197993146.0328","10217307633.4761","10474128705.2734","10670775937.5871","10773449271.45","11293974978.5816","11462747481.7015","12267208404.0216","12981066064.6468","13589850070.9183","14233323978.0033","14349707089.9392","14799561738.3314","15192367847.8621","15520601488.6041","15695372315.9154","15833070782.4163","16083369823.8473","16334629226.212","16480135824.9509","16926330190.4564","17661423001.8695","17990027755.0041","18372716135.3925","17989940029.2908","18447920000","19151755722.8868","19690779480.6879","20130993997.5712","20475489611.1644","20965883598.5569","21491594435.6106","21987607218.6896","22545571755.4981",
"San Marino","SMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1612660389.07285","1733818812.08609","1889792873.89625","1931571640.45254","2038803807.94702","2045766935.7064","2125146592.16336","2222630380.7947","2275550151.766","2363285561.53422","2531793253.31126","2573572019.86755","2243519764.07285","2139072847.68212","1937142142.66004","1790916459.71302","1736604063.18985","1720974626.62114","1731300474.38086","1769389084.81724","1795929921.0895","",
"Somalia","SOM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24045673391.7661","24629059990.6371","26398615403.9851","27040223589.1745","23755756780.2259","25599017080.9936","26877102798.7099","28789620477.8065","30060801428.0105","32780257042.295","34596421887.766","37953227296.9909","40397237107.445","42681932948.2039","41515967686.7387","41819468691.8251","42671028381.5122","42380207344.4902","43606111700.1234","42912989858.1498","43675262297.0654","45134159779.3589","46059098866.2141","48040463522.8875",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","252650905764.36","256321436190.828","271355158108.412","288561822845.146","304013618699.741","319091113272.285","323940683922.646","321973573892.045","331653893975.414","361693350761.15","398007626264.833","427943005224.451","439398614880.703","458642492078.428","495034169938.259","494612148339.241","520739780126.712","533226086919.853","531233472207.016","552858869221.165","575232462586.789","572645779911.058","566181836907.419","552058579440.267","566469423215.009","576427154724.461","585749934533.658","601709703225.36","628739307830.345","644548265417.92","659882507330.648","662468596913.002","659956895895.741","653851880248.003","661720649808.762","684073818351.263","719452167956.087","745231495705.568","762844723520.18","779115659420.845","806430128937.451","840815101668.549","894356722554.051","932388782742.565","993298234706.701","1055156075665.98","1119927571955.93","1194017215521.86","1258022935974.44","1296378092593.35","1368765589172.04","1429593147332.48","1486858717803.41","1561480407242.91","1634409021069.55","1680406458027.76","1700389763816.21","1743656226664.08","1785696311427.14",
"South Sudan","SSD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14192832075.0773","14908383840.9088","15727363443.0995","14997563965.1164","8086368185.54746","9148086587.35648","9456787017.30593","8436228672.8235","7492713512.56776","","",
"Sub-Saharan Africa","SSF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","252761241440.533","256424754383.169","271467828052.526","288686961565.957","304146330634.61","319220553191.067","324092134853.363","322126154972.256","331819427941.177","361855954311.09","398184243601.525","428150808916.51","439621022345.612","458887012546.367","495278950303.944","494866260009.986","521040486530.678","533504020260.884","531580866507.07","553266923555.708","575618915916.923","572998482178.221","566530599334.864","552401514318.09","566828143802.137","576827380974.119","586149142264.902","602126752511.579","629179008079.987","645037921720.653","660406807286.785","663007574387.332","660535126012.164","654466480813.061","662330191294.69","684678007875.18","720086048691.381","745941890423.489","763615332261.065","779900671158.348","807226850291.541","841593238795.59","895143900624.374","933128788982.35","994016347008.737","1055939111922.34","1120784577036.24","1194963922789.33","1258948498350.77","1297293386361.07","1369735391918.67","1430639476188.12","1487918163535.45","1562603639836.18","1635582847898.37","1681638308011.2","1701677191603.5","1744999591658.35","1787088517197.64",
"Small states","SST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199547004086.98","207168395101.905","213343749165.517","222981769690.44","231377404173.229","241345401670.84","252473611766.581","273183751090.075","288316552354.477","317225863813.2","344050246092.747","365484214240.305","368471300391.466","394373376444.373","420188179792.233","433940430644.367","445832759281.413","457211827320.565","468974844808.579","477304886499.379","486583356706.849","496869652224.255",
"Sao Tome and Principe","STP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122206100.116577","125110789.378365","133334912.964081","138444609.611172","148265552.414939","161780916.12044","167044627.956847","180719188.213189","185103944.164519","197454052.146072","206138479.594716","212615300.844238","222852290.413719","237448966.347521","246468225.358193","256751810.713686","266691150.729611","273778984.792135",
"Suriname","SUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","960060872.153397","1006143794.01676","1045383401.98342","1103924872.49449","1175679989.20663","1316761587.91142","1569579812.79042","1759498970.13806","1893220891.86855","1978415832.00264","2031833059.46671","2111074548.78591","2098408101.49319","2060636755.66632","2068879302.68898","2126807923.16427","2313967020.40273","2549991656.4838","2718291105.81174","2701981359.17687","2464206999.5693","2639165696.53872","2528320737.2841","2429716228.53002","2383551620.18795","2431222652.59171","2450672433.81244","2298730742.91607","2478031740.86352","2582109073.97979","2465914165.6507","2532493825.71388","2542623802.16948","2372268045.84873","2452925148.36052","2452925148.36052","2477454411.85181","2618669278.84128","2678898705.01161","2641394122.56507","2696863363.74027","2810131626.36222","2888815336.87636","3070810676.58659","3331829592.50183","3481761947.21918","3683704127.28565","3871534196.25844","4032177411.49942","4153842220.27967","4368398047.64333","4623921715.74078","4748321396.2619","4887610613.83381","4900098612.65061","4732951551.56431","4469742961.11807","4545151261.66562","4635929406.91077",
"Slovak Republic","SVK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40719116151.9267","41493319725.4483","44068200326.7641","46643323562.6402","49795081605.2952","52816419598.4677","54935315957.9278","54822660413.6773","55486109654.2554","57326288833.4398","59919037774.8649","63165880222.509","66487670525.7091","70976227122.3309","76975767928.5596","85288825294.8242","90090397691.8659","85205207756.7775","89501012915.7314","92024135539.0658","93549112293.0531","94943598803.0619","97554865847.2345","101627657794.119","104803938880.006","108145445890.087","112589195882.929",
"Slovenia","SVN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30861431546.017","28114731108.4675","26578626805.0835","27334368299.012","28790603318.003","29973079669.4402","31027017316.3351","32613857009.5778","33685428176.1259","35462116830.8406","36935721676.5757","38025091121.1794","39483849698.5294","40606013481.9797","42373104165.1024","44069302645.239","46561862055.1658","49794021535.9604","51437289127.8172","47426581431.5147","48013606745.4803","48325391228.4831","47035305257.5313","46502839741.4843","47874936326.2899","48978403739.4609","50481103806.5362","52944853011.2657","55320605336.0414",
"Sweden","SWE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","135793184782.845","143508325287.248","149620019088.711","157591620809.927","168341665008.642","174774762865.529","178429017363.201","184434042265.902","191144218113.767","200719873587.384","213141173401.083","215154603486.703","220078930367.79","228811620795.814","236129464049.664","242157525003.095","244719805555.051","240813444653.729","245031407840.117","254440622506.873","258766040358.981","259942987102.945","263188803358.157","268191071580.405","279534307483.533","285573293270.262","293258993521.7","303094439669.47","310850743680.013","319103230709.482","321511422218.61","317826982141.001","314144661806.545","307655638208.636","320231800328.106","333105372993.893","338165359163.439","348013771497.355","362772883106.3","379049421843.77","397037654585.272","403284827159.21","411654200414.867","421368319172.013","439532594139.758","451912809111.867","473150714176.123","489276156465.656","486550603994.968","461269931799.28","488909078695.423","502008068128.804","500509511890.872","506707568417.218","519891606167.582","543060934891.073","557636507607.964","569373173187.418","582804342166.04",
"Eswatini","SWZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","528635765.818396","601289529.241724","633905242.798518","691075088.458322","730766895.666003","832405200.899292","814762890.708227","822988679.068791","833910798.260362","859819948.538685","966859382.514702","1108421529.27317","1121418524.0977","1134901954.65406","1204831833.57637","1250524065.09093","1403894314.43747","1608955404.30484","1714660903.52551","1936042557.27555","2342959992.34362","2384204905.92267","2461124288.65669","2537569618.60234","2598488825.04525","2723882841.3067","2828535881.09833","2916299843.75492","2992241440.74721","3080538751.69001","3134761586.47074","3167825951.57376","3306579867.18493","3434882228.42243","3559359414.14342","3772877432.00497","3998954542.31774","4176323195.41783","4210638536.03824","4276537086.12669","4438778424.30203","4538527974.08081","4752652120.81667","5057821995.48748","5155489045.37073","5175653650.92985","5342437662.18855","5442504422.78282","5476468048.90968",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","117996015.496283","112235123.924407","121672505.535006","134004747.605343","141936818.879032","140431478.00256","159946548.974313","160753862.325896","172895980.345911","172895980.345911","188235086.723801","218073690.539979","231830450.532942","252820811.451038","256114686.572972","264252487.613748","307266576.64788","288246078.631383","349215002.896053","404371209.950201","387191407.753007","355382941.035229","351410919.644009","345404444.17515","360986095.763491","401148461.470818","400439225.926256","418074999.070898","440637445.080708","489983652.945451","524260678.36111","538732506.955193","577313656.241428","613087761.58173","608191048.028002","603169565.089069","632830581.345593","708526965.617602","768067310.19775","782445580.840157","794294457.974911","776254738.028627","785669398.20425","739416038.787077","718339327.254205","783031253.312258","856684174.335502","945962968.234513","925654158.746992","915423405.095384","969936525.298729","1046438130.96225","1059631924.6483","1123401387.93196","1174008207.88396","1231973520.30455","1287449690.3617","1343227007.52147","1391950573.63862",
"Syrian Arab Republic","SYR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","686787810","","","","","","","","",
"Chad","TCD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2089939951.70206","2119151955.09999","2232740960.41821","2197029295.47761","2141863216.79766","2154847786.76298","2115907696.34924","2132140969.44362","2122392418.67013","2268440825.16507","2310626031.93245","2258691791.87005","2284658076.24205","2093183555.73919","2197044238.05691","2395003796.72602","2466393238.10268","2521507874.27877","2509666011.24724","1971566321.0769","1852332481.41292","1871650792.18187","1971720641.87343","2280861156.6978","2327593696.09462","2834840918.9922","2719132138.03532","2654177278.46846","3065106535.07565","3214828869.92383","3080498133.76201","3343422874.88921","3610944962.05134","3043671392.72094","3352204941.73449","3393656609.04142","3468808219.53809","3664913557.29045","3919682951.98766","3892917388.43263","3858672132.83035","4308521325.94343","4674366911.82481","5362511643.5076","7165890624.73454","8407921034.68586","8462426392.92879","8739274636.73703","9006057733.52815","9385905829.95638","10657705536.4978","10666537555.594","11614000868.1864","12275999075.9554","13123041176.3602","13486244396.1105","12642608725.1014","12264759585.6669","12588712364.2001",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","257975246437.119","228963702366.083","228656608312.692","241831894687.912","265721931834.415","291985106544.527","314100956286.858","311149483070.138","319436501250.757","353746558212.389","398811804718.793","425862011633.252","447618323088.341","484864120296.35","505692567600.569","538334115269.097","556635164163.74","599809256208.048","653117263066.071","699732622355.619","753054962244.581","796841444597.281","844843411361.164","906899232466.139","992441738068.968","1063973666970.72","1137667532439.84","1237652438906.59","1355631835474.82","1436033085544.23","1513692656935.42","1633843713306.42","1809641743454.54","2006664908691.09","2220321821645.67","2436287581395.02","2654097023359.91","2840650736582.9","2890273747429.23","3066885440932.38","3297045379014.48","3518160519439.14","3794496752456.98","4125494163185.6","4494172278114","4930839731750.65","5462108176183.22","6126355635868.49","6643006409222.87","7154195695604.05","7853669415319.31","8518801667914.83","9158552139497.16","9818085104921.96","10481748302732.1","11164116105254.3","11875134051784.6","12643784078805.3","13443364384551",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2751319917173.77","2712615183005.11","2566608041360.63","2327178225309.37","2220141903179.1","2024732887087.94","2018974613645.7","2036044922123.42","2102662684141.22","2087038465957.18","2136302240837.67","2294750770375.15","2350539450726.1","2467895285613.82","2620902601503.8","2827169719198.54","3015393688388.22","3253774511072.66","3499837896577.21","3652105274942.87","3473352833779.37","3638996448763.09","3850132975493.61","3978494674400.37","4122892248148.37","4219116162509.82","4270760685588.65","4353615890552.36","4532801816001.07","4672478807634.91",
"Togo","TGO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","562544184.996365","631001972.219004","654813796.01659","687552483.863446","785776309.14498","907255069.051381","992616150.030607","1047213726.41819","1099822517.07541","1218942845.92517","1249712652.42876","1249712652.42876","1345005211.11091","1396619570.89692","1464116087.51818","1499848443.6276","1469078713.98696","1571313155.84642","1744871521.37143","1654701051.72381","1895906097.71926","1833053282.71891","1767385935.25271","1671699523.0986","1764571710.2387","1862603412.15208","1892153695.59479","1901806748.13982","2028131784.69628","2110474374.93083","2105332074.62462","2090595434.55853","2007375377.63386","1704345453.77418","1959697551.5018","2113452135.44278","2300201238.77021","2630909855.79592","2570402176.62404","2634193169.37312","2613554803.07863","2571037329.62981","2547328482.67492","2673533265.59732","2730187181.73141","2762414501.01651","2874358932.88607","2940194798.75379","3059632945.11376","3229072693.67692","3426022205.75557","3645225926.05882","3883751540.81378","4121139759.27445","4365135488.86463","4615819477.79995","4842841932.46701","5058319699.39241","5305374632.80862",
"Thailand","THA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15639870223.4408","16478502946.2158","17723330987.9679","19141167476.8231","20448699889.0251","22121743302.8005","24582238292.991","26700239601.4404","28868905220.7469","30760009014.5344","34269095175.674","35946695468.7766","37484677724.0231","41321771650.0863","43167306675.462","45312896743.1013","49539145018.0144","54415512544.9501","60017995792.2658","63242022391.7338","66513874353.0164","70442760955.1213","74213103191.0383","78357313131.8955","82864762916.7493","86715687620.4119","91514384420.51","100225589275.963","113543679908.051","127385229004.66","141610545731.926","153729944877.996","166156532830.725","179866180005.37","194249907286.591","210023508389.764","221894822450.504","215784747525.622","199312314682.614","208425468395.577","217712232033.235","225210772012.182","239058711719.124","256245431314.356","272361445882.369","283767493631.796","297864826688.794","314054055752.496","319473585807.457","317266875218.097","341105009515.333","343970153353.698","368883177547.461","378796469984.955","382525395708.79","394513347463.568","407755144070.66","424163560843.584","441678233315.657",
"Tajikistan","TJK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6264750611.25262","6484016874.69623","6406208669.30888","7296671744.44941","6822388032.63606","6781453729.59189","6299970576.07993","4472979042.52389","3739410486.48836","2942916127.16488","2577514177.80157","2147069350.43807","2183154589.6903","2299142703.84067","2384200654.21761","2582669253.28037","2830110563.46783","3136834880.28728","3479644147.2596","3840496250.68256","4095670101.81338","4384351726.73187","4724583528.23963","5098323103.53507","5296791702.59782","5642178579.58438","6059735935.07541","6513378385.26898","6995373678.32111","7464481210.4014","7912968729.66586","8456824205.71518","9101022171.46939","9765396816.15014",
"Turkmenistan","TKM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","9505676773.02964","10553546665.6782","10104459535.7441","13679877891.7139","13049883507.5037","11096839691.0073","11263292305.6718","9314758452.222","8644092030.71642","9223245519.13358","8171795508.9546","8751993018.19031","10196071822.1891","10753701529.1433","11220825732.1485","11249683443.3515","11617416308.6071","12198334457.7675","13788269624.5549","15301298963.195","16993515438.4036","19491562207.8489","20680547524.915","22583157894.7368","25902882088.9745","28778101990.8921","31713468423.1438","34979955661.3867","37253652747.7258","39563379205.5788","42134998872.4689","44747368777.8587",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","778119030238.621","828865211807.255","867940921697.018","889212967004.845","955008875354.155","1003768231792.97","1044151231999.34","1089500110112.37","1176367677085.25","1249041304646.4","1331488349718.82","1419976724266.09","1522451631592.94","1655254913830.92","1764052788251.98","1830886295551.12","1944066101399.39","2036506157349.98","2113918024405.23","2254131073948.6","2395126335607.86","2398717673303.81","2385176205110.48","2321452145717.01","2406678955885.84","2495643025459.38","2609673954704.44","2698650984698.68","2722175058844.3","2757054652957.61","2770381428320.07","2874376468069.07","2952101965413.92","3068950056350.33","3211095981683.85","3257161058952.89","3371319613288.75","3545532760827.04","3622417488353.87","3620059730329.06","3756862875509.59","3784171046406.02","3793908805134.1","3853917807315.33","4096973778226.91","4274893301350.98","4504228070537.6","4759516670129.19","4952977975564.23","4858890508243.76","5152618467568.42","5385686611748.04","5539178096970.73","5695787790815.68","5755320492954.99","5758078008539.01","5737896486598.84","5837399619931.47","5928797277499.63",
"Timor-Leste","TLS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1172381902.88399","1280272476.65451","1192359704.84009","1178261578.3051","1933306740.05541","2626979306.07014","3721833107.8525","3917802733.05339","4306574865.05219","4046387502.02295","3998961313.73619","4457158638.02565","4681047168.86439","4162095988.52891","3083814618.6454","3719869921.28806","3746158769.03497","3403235901.87038","3499002328.12416",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","216854578589.57","232833156454.846","255137370152.993","285666010649.885","322137791284.53","352774846951.148","385281443734.355","438555837586.772","469356224110.439","500594984572.748","503183269994.61","580839458280.352","574511799998.419","538157751595.418","521294768604.24","459354840705.881","455021900261.756","526855857896.866","551461271435.785","541957877797.417","559723251455.602","543426338872.064","553446536449.219","549157195329.972","563987432650.7","637018420508.715","628156904350.763","657705588392.605","676063704064.765","685815425434.108","703132825206.141","746228014001.095","770027399234.783","822047325364.315","856836533014.849","895866873397.737","916581732083.047","948084571119.102","973898104278.192","1051788708294.05","1099116957726.76","1160155562075.53","1230892031810.87","1274064998915.28","1306141569907.83","1374752649658.54","1360731591094.51","1398532633923.92","1421724316030.18","1451738492490.76","1465759908694.44","1576059794623.2","1624005785617.54","",
"Tonga","TON","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","206029896.198449","215798320.403061","220076312.161259","223902101.079311","238586638.561883","243641480.301097","250915732.403661","246193819.37012","247153745.836916","242101697.288198","257632375.477399","258281571.752458","267936259.200245","281205874.185381","291643880.05533","291673674.087278","291289879.91259","299209506.029536","310823935.131319","321298203.474362","332870685.715378","344251123.859024","351509939.908853","350274663.663255","355816598.622131","352926577.52326","338224447.840903","348707781.80222","356695326.551203","369485198.817979","379775900.641822","383157131.241085","371200315.78862","378893840.485493","392957799.644745","406237705.331704","417206123.37566","418457741.745787",
"South Asia (IDA & IBRD)","TSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","190222424906.131","198008946665.795","204546119848.708","215588958992.676","232154559532.854","229696504971.491","231874874022.141","246861369828.094","257553880985.222","272856436275.878","288386238712.261","290774149084.431","286306873460.65","297013199855.502","303559920017.074","325962920589.727","333738319172.561","355279761492.276","376690143215.901","364892964873.598","388650196562.394","413255496531.41","428761056358.214","457821435360.502","476781043489.931","502494793593.885","526654040331.116","548587384190.695","595808241620.84","628503063613.406","662620529348.986","674972672885.353","713502311365.501","745062810319.795","790472451831.545","845712528803.188","904013258108.713","938475182613.427","991319279205.622","1068877615395.79","1112304837767.7","1160453062259.36","1203655228702.08","1291303269009.46","1388949477164.87","1496155879264.6","1612027478771.47","1730220830511.62","1786236567192.3","1913657233584.62","2061059873650.14","2166941740879.38","2286161182496.9","2425326924831.91","2594913106160.25","2789013140247.78","3003984846796.12","3212334272337.38","3429829653580.44",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","252761241440.533","256424754383.169","271467828052.526","288686961565.957","304146330634.61","319220553191.067","324092134853.363","322126154972.255","331819427941.176","361855954311.089","398184243601.524","428150808916.51","439621022345.612","458887012546.367","495278950303.943","494866260009.986","521040486530.677","533504020260.883","531580866507.069","553266923555.707","575618915916.923","572998482178.22","566530599334.863","552401514318.089","566828143802.136","576827380974.118","586149142264.902","602126752511.579","629179008079.987","645037921720.653","660406807286.785","663007574387.331","660535126012.164","654466480813.061","662330191294.69","684678007875.18","720086048691.38","745941890423.489","763615332261.065","779900671158.348","807226850291.541","841593238795.59","895143900624.374","933128788982.35","994016347008.737","1055939111922.34","1120784577036.24","1194963922789.33","1258948498350.77","1297293386361.07","1369735391918.67","1430639476188.12","1487918163535.45","1562603639836.18","1635582847898.37","1681638308011.19","1701677191603.5","1744999591658.35","1787088517197.64",
"Trinidad and Tobago","TTO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3397615807.62437","3874541546.22272","3980799420.11679","4203907194.80673","4524686323.72949","4556080872.56027","4740912943.75436","4837746930.51716","5090042283.78352","5229035285.19134","5413810341.56526","5470132150.19261","5786324760.03033","5882170644.88738","6106140410.18911","6196387050.91363","6593274649.72035","7194699343.01585","7915354999.60433","8200257715.7602","9052330925.81248","9466674991.62066","9826344085.31107","8814198366.52844","8307302088.88234","7965089462.19339","7703901191.77535","7352466280.6328","7064269891.45779","7005642511.71705","7111369415.63153","7332704236.7202","8072792573.07898","8018776325.90687","8304820559.82867","8621227009.89393","9236306508.10482","9931140419.54674","10738002278.5196","11599707379.9258","12400244897.6867","12917152080.0554","13942348940.4975","15955762092.4819","17224253397.7589","18293696591.4406","20709938758.2907","21694532675.7935","22430354184.4732","21445273759.4445","22157948396.2042","22092725498.1464","22378600710.5473","22827516007.965","22606161202.1468","23008072943.6752","21510429853.8871","21101731686.6632","21249443809.4289",
"Tunisia","TUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","5059838759.25667","5234649503.98211","5243127148.24647","5788922453.54199","6063769805.78455","6346925527.45564","7017173396.67458","8262210702.80844","8208122677.09934","8870910716.78077","9505721950.53794","10254473662.1489","10604263588.0956","11287228377.8119","12028519491.407","12920884029.6213","13633350985.0496","13566038004.7506","14201188696.3812","15017592776.3029","15865872502.4452","15636295165.5722","16684141330.1663","16696180452.7036","16987812491.2673","18338312910.4373","19054340645.5219","20541670811.7927","20991498253.4582","21658694425.0384","22168035419.8687","23752181151.3204","25044523892.6925","26242594452.9831","27831487634.4837","29142311722.7889","30248607447.2544","30648664524.242","32089890945.9271","34090950398.2115","35279543593.6845","37129671719.9944","39620931745.1446","41299978412.7428","42556922174.0953","44050929160.2627","43206394578.7341","44933645382.1434","46225723068.3247","47599273438.5916","48167866647.1336","48775999717.9245","49666003346.5496","50910302100.9603",
"Turkey","TUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","87225893758.031","88234285611.9065","93150195819.4396","101595477195.097","107141631999.764","110166807632.599","122519608002.794","128317861002.358","137015240501.704","142607031989.398","147218243164.808","155413433010.925","166954105575.931","172400706992.029","182045620414.76","195105778370.108","215516144170.168","222858067577.418","226207475043.213","224795683494.61","219294145377.421","229944491783.945","238137937867.774","249975967120.509","266754393310.012","278068342668.534","297566581365.025","325792375022.607","333353158541.635","334320696312.391","365299342385.855","367930516966.282","386458154629.762","416027092939.163","396606335166.812","427852040699.13","459426085746.847","494239849217.888","505647959980.986","488510008961.543","520947372136.789","489886870941.289","521387961745.149","550628728674.994","603733139513.833","658128609751.537","704919602071.452","740380283698.395","746638358808.728","711513011743.931","771901768870.083","857687037778.006","898769734684.886","975087052739.958","1025466784990.27","1087875530811.52","1122511655154.63","1206039917132","1236994415484.57",
