IS_RECORD,Name,HowMany,Degree,Title,Journal,History,Cowriters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,Balicki Jerzy,2,prof. uczelni,"WYBRANE PARADYGMATY SZTUCZNEJ INTELIGENCJI W INFORMATYCZNYCH SYSTEMACH FINANSOWYCH,","Współczesna Gospodarka 2015, vol.6(4)",wydana 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,Balicki Jerzy,6,prof. uczelni,METODY NEURONOWE DO PROGNOZOWANIA FINANSOWEGO,"Współczesna Gospodarka 2016, vol.7(2)",wydana 2016,"Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Przybyłek, Piotr (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Zadroga, Marcin (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Paluszak, Jacek (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Politechnika Gdańska)",0,"Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)",0,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)"
TRUE,Balicki Jerzy,2,prof. uczelni,"Harmony search for data mining with big data,","Lecture Notes in Computer Science 2016, vol.9842",wydana 2016,"Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Paluszak, Jacek (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Politechnika Gdańska)",0,"Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)",0,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)"
TRUE,Balicki Jerzy,3,prof. uczelni,"Harmony search for self-configuration of fault-tolerant and intelligent grids,","Lecture Notes in Computer Science 2016, vol.9842",wydana 2016,"Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Paluszak, Jacek (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Politechnika Gdańska)",0,"Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)",0,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)"
TRUE,Balicki Jerzy,2,prof. uczelni,"Uczenie maszynowe do samoorganizacji systemów rozproszonych w zastosowaniach gospodarczych,","Współczesna Gospodarka 2017, vol.8(1)",wydana 2017,"Korłub, Waldemar (Politechnika Gdańska)",0,"Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)",0,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)"
TRUE,Balicki Jerzy,3,prof. uczelni,"Metody zwiększania dostępności i efektywności informatycznej infrastruktury w inteligentnym mieście,","Współczesna Gospodarka 2017, vol.8(3)",wydana 2017,"Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)",0,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)",0
TRUE,Balicki Jerzy,3,prof. uczelni,"METODY I APLIKACJE ZDALNEGO SZKOLENIE MIESZKAŃCÓW INTELIGENTNYCH MIAST,","Studia i Materiały Instytutu Transportu i Handlu Morskiego 2017, vol.14",przyjęta 2017,"Dryja, Piotr (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)",0,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)",0,"Chudzian, Magdalena",0,0
TRUE,Balicki Jerzy,2,prof. uczelni,"Multi-objective optimisation of distributed computer systems by genetic programming,",4OR-A Quarterly Journal of Operations Research 2018,wysłana 2018,"Korłub, Waldemar (Wydział Elektroniki, Telekomunikacji i Informatyki, Politechnika Gdańska)",0,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)",0,"Chudzian, Magdalena",0,0,0,"Donizy, Piotr (Lower Silesian Oncology Centre)","Halon, Agnieszka (Lower Silesian Oncology Centre)"
TRUE,Balicki Jerzy,3,prof. uczelni,"Social media for e-learning of citizens in smart city,","The 10th Jubilee Scientific Conference – InfoGlob 2018 2018, vol.57",przyjęta 2018,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)",0,"Chudzian, Magdalena",0,0,0,"Donizy, Piotr (Lower Silesian Oncology Centre)","Halon, Agnieszka (Lower Silesian Oncology Centre)","Kaczorowski, Maciej (Lower Silesian Oncology Centre)","Matkowski, Rafal (Lower Silesian Oncology Centre)"
TRUE,Balicki Jerzy,3,prof. uczelni,"Social media and efficient computer infrastructure in smart city,","The 10th Jubilee Scientific Conference – InfoGlob 2018 2018, vol.57",przyjęta 2018,"Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)",0,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)",0,"Chudzian, Magdalena",0,0,0,"Donizy, Piotr (Lower Silesian Oncology Centre)","Halon, Agnieszka (Lower Silesian Oncology Centre)","Kaczorowski, Maciej (Lower Silesian Oncology Centre)","Matkowski, Rafal (Lower Silesian Oncology Centre)","Szkudlarek, Teresa (Department of Pathomorphology and Oncological Cytology, Wroclaw Medical University)","Donizy, Piotr (Lower Silesian Oncology Centre)","Halon, Agnieszka (Lower Silesian Oncology Centre)"
TRUE,Balicki Jerzy,2,prof. uczelni,"Control strategies for self-adaptive software systems,","ACM Computing Reviews 2018, vol.2018",wydana 2018,,0,0,0,"Dryja, Piotr (Politechnika Gdańska)","Zakidalski, Marcin (Politechnika Gdańska)","Balicka, Honorata (Maritime University)","Dryja, Piotr (Politechnika Gdańska)","Tyszka, Maciej (Politechnika Gdańska)","Das, Debasis (Indian Institute of Technology)","He, Hongmei Mary","Paul, Anand","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Cena, Anna (Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)","Gągolewski, Marek (Instytut Badań Systemowych PAN oraz Instytut Badań Systemowych PAN)",0,"Chudzian, Magdalena",0,0,0,"Donizy, Piotr (Lower Silesian Oncology Centre)","Halon, Agnieszka (Lower Silesian Oncology Centre)","Kaczorowski, Maciej (Lower Silesian Oncology Centre)","Matkowski, Rafal (Lower Silesian Oncology Centre)","Szkudlarek, Teresa (Department of Pathomorphology and Oncological Cytology, Wroclaw Medical University)","Donizy, Piotr (Lower Silesian Oncology Centre)","Halon, Agnieszka (Lower Silesian Oncology Centre)","Matkowski, Rafal (Lower Silesian Oncology Centre)","Andersen, Janik (Institute for Applied Cancer Science, University of Texas MD Anderson Cancer Center, Houston, Texas, USA)","Czerwińska, Patrycja (Laboratory for Gene Therapy, Department of Diagnostics and Cancer Immunology, Greater Poland Cancer Centre, Poznan, Poland)"
