"Timestamp","Borderlands 1","Borderlands 2","Borderlands Pre-Sequel ","Borderlands 3"
"2019/08/15 11:02:39 pm GMT+3","Lilith","Maya","Nisha",""
"2019/08/15 11:03:06 pm GMT+3","Mordecai","Zer0","Nisha","Fl4k"
"2019/08/15 11:03:34 pm GMT+3","Mordecai","Zer0","Claptrap","Fl4k"
"2019/08/15 11:03:53 pm GMT+3","Lilith","Maya","Athena","Zane"
"2019/08/15 11:04:01 pm GMT+3","Lilith","Maya","Wilhelm","Fl4k"
"2019/08/15 11:04:31 pm GMT+3","Lilith","Gaige","Wilhelm","Fl4k"
"2019/08/15 11:05:48 pm GMT+3","Lilith","Maya","Athena","Fl4k"
"2019/08/15 11:06:10 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/15 11:06:55 pm GMT+3","Lilith","Krieg","Nisha","Moze"
"2019/08/15 11:07:00 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/15 11:07:32 pm GMT+3","Lilith","Salvador","Jack","Fl4k"
"2019/08/15 11:08:24 pm GMT+3","Mordecai","Krieg","Athena","Fl4k"
"2019/08/15 11:09:27 pm GMT+3","Lilith","Zer0","Athena","Zane"
"2019/08/15 11:09:40 pm GMT+3","Mordecai","Axton","Jack","Moze"
"2019/08/15 11:09:44 pm GMT+3","Lilith","Krieg","Nisha","Moze"
"2019/08/15 11:10:37 pm GMT+3","Roland","Gaige","Athena","Moze"
"2019/08/15 11:10:54 pm GMT+3","Mordecai","Maya","Jack","Zane"
"2019/08/15 11:11:02 pm GMT+3","Roland","Axton","Wilhelm","Fl4k"
"2019/08/15 11:11:25 pm GMT+3","Lilith","Zer0","Nisha","Moze"
"2019/08/15 11:12:19 pm GMT+3","Roland","Maya","Claptrap","Amara"
"2019/08/15 11:12:34 pm GMT+3","Lilith","Gaige","Wilhelm","Amara"
"2019/08/15 11:12:35 pm GMT+3","Brick","Maya","Wilhelm","Moze"
"2019/08/15 11:12:42 pm GMT+3","Mordecai","Krieg","Jack","Zane"
"2019/08/15 11:15:10 pm GMT+3","Roland","Axton","Wilhelm","Fl4k"
"2019/08/15 11:15:54 pm GMT+3","Mordecai","Salvador","Nisha","Moze"
"2019/08/15 11:15:57 pm GMT+3","Roland","Axton","Wilhelm","Fl4k"
"2019/08/15 11:16:41 pm GMT+3","Brick","Axton","Nisha","Zane"
"2019/08/15 11:17:27 pm GMT+3","Brick","Krieg","Claptrap","Moze"
"2019/08/15 11:19:57 pm GMT+3","Lilith","Maya","Nisha","Moze"
"2019/08/15 11:20:02 pm GMT+3","Mordecai","Maya","Nisha","Fl4k"
"2019/08/15 11:20:05 pm GMT+3","Lilith","Maya","Nisha","Moze"
"2019/08/15 11:20:35 pm GMT+3","","Axton","Claptrap",""
"2019/08/15 11:21:00 pm GMT+3","Mordecai","Krieg","Athena","Fl4k"
"2019/08/15 11:22:12 pm GMT+3","Lilith","Maya","Jack","Amara"
"2019/08/15 11:23:14 pm GMT+3","Roland","Axton","Wilhelm","Moze"
"2019/08/15 11:23:21 pm GMT+3","","Zer0","Jack","Fl4k"
"2019/08/15 11:23:23 pm GMT+3","Mordecai","Salvador","Athena","Zane"
"2019/08/15 11:23:46 pm GMT+3","Lilith","Krieg","Jack","Zane"
"2019/08/15 11:23:54 pm GMT+3","Brick","Axton","Athena","Moze"
"2019/08/15 11:24:00 pm GMT+3","Lilith","Maya","","Amara"
"2019/08/15 11:24:18 pm GMT+3","Brick","Salvador","","Amara"
"2019/08/15 11:24:58 pm GMT+3","Mordecai","Salvador","Jack","Zane"
"2019/08/15 11:25:11 pm GMT+3","Lilith","Maya","Aurelia","Amara"
"2019/08/15 11:25:12 pm GMT+3","Roland","Axton","Wilhelm","Fl4k"
"2019/08/15 11:25:52 pm GMT+3","Lilith","Zer0","Wilhelm","Moze"
"2019/08/15 11:27:09 pm GMT+3","Mordecai","Salvador","Jack","Moze"
"2019/08/15 11:27:52 pm GMT+3","Mordecai","Gaige","Claptrap","Amara"
"2019/08/15 11:28:31 pm GMT+3","Mordecai","Zer0","Jack",""
"2019/08/15 11:29:08 pm GMT+3","Roland","Krieg","Jack","Fl4k"
"2019/08/15 11:30:19 pm GMT+3","Roland","Axton","Jack","Zane"
"2019/08/15 11:30:32 pm GMT+3","Roland","Axton","Wilhelm","Fl4k"
"2019/08/15 11:31:23 pm GMT+3","Roland","Zer0","Wilhelm","Moze"
"2019/08/15 11:31:45 pm GMT+3","Roland","Zer0","Wilhelm","Zane"
"2019/08/15 11:31:45 pm GMT+3","Roland","Axton","Wilhelm","Zane"
"2019/08/15 11:31:55 pm GMT+3","Mordecai","Salvador","Claptrap","Moze"
"2019/08/15 11:32:22 pm GMT+3","Lilith","Maya","Jack","Fl4k"
"2019/08/15 11:32:25 pm GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/15 11:32:25 pm GMT+3","Mordecai","Axton","Jack","Fl4k"
"2019/08/15 11:32:52 pm GMT+3","Brick","Salvador","Wilhelm","Moze"
"2019/08/15 11:33:29 pm GMT+3","Mordecai","Salvador","Athena","Fl4k"
"2019/08/15 11:34:59 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/15 11:35:19 pm GMT+3","Lilith","Salvador","Athena","Zane"
"2019/08/15 11:35:38 pm GMT+3","Mordecai","Gaige","Aurelia","Fl4k"
"2019/08/15 11:36:47 pm GMT+3","Lilith","Maya","Jack","Amara"
"2019/08/15 11:37:40 pm GMT+3","Lilith","Axton","Aurelia","Zane"
"2019/08/15 11:38:00 pm GMT+3","Roland","Axton","Nisha","Moze"
"2019/08/15 11:38:28 pm GMT+3","Brick","Krieg","Claptrap","Zane"
"2019/08/15 11:39:06 pm GMT+3","Lilith","Gaige","Nisha","Fl4k"
"2019/08/15 11:39:38 pm GMT+3","Mordecai","Krieg","Athena","Moze"
"2019/08/15 11:40:25 pm GMT+3","Mordecai","Gaige","Jack","Zane"
"2019/08/15 11:43:58 pm GMT+3","Roland","Axton","Wilhelm","Zane"
"2019/08/15 11:44:11 pm GMT+3","Mordecai","Zer0","Claptrap","Fl4k"
"2019/08/15 11:44:51 pm GMT+3","Brick","Krieg","Athena","Moze"
"2019/08/15 11:47:25 pm GMT+3","Mordecai","Zer0","Jack","Fl4k"
"2019/08/15 11:47:26 pm GMT+3","Lilith","Maya","Athena","Zane"
"2019/08/15 11:48:51 pm GMT+3","Mordecai","Gaige","Athena","Zane"
"2019/08/15 11:50:24 pm GMT+3","Mordecai","Zer0","Aurelia","Moze"
"2019/08/15 11:50:34 pm GMT+3","Lilith","Salvador","Claptrap","Zane"
"2019/08/15 11:50:56 pm GMT+3","Mordecai","Maya","Aurelia","Zane"
"2019/08/15 11:52:08 pm GMT+3","","Krieg","Aurelia","Fl4k"
"2019/08/15 11:52:31 pm GMT+3","Lilith","Zer0","Athena","Zane"
"2019/08/15 11:52:48 pm GMT+3","Mordecai","Zer0","Jack","Fl4k"
"2019/08/15 11:53:05 pm GMT+3","Mordecai","Krieg","Jack","Fl4k"
"2019/08/15 11:53:46 pm GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/15 11:53:54 pm GMT+3","Roland","Gaige","Nisha","Moze"
"2019/08/15 11:54:07 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/15 11:54:46 pm GMT+3","Roland","Axton","Wilhelm","Zane"
"2019/08/15 11:57:12 pm GMT+3","Roland","Maya","Wilhelm","Moze"
"2019/08/15 11:57:42 pm GMT+3","Lilith","Maya","Wilhelm","Fl4k"
"2019/08/15 11:59:09 pm GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/15 11:59:31 pm GMT+3","Lilith","Krieg","Athena","Fl4k"
"2019/08/16 12:01:17 am GMT+3","Roland","Salvador","Athena","Moze"
"2019/08/16 12:05:24 am GMT+3","Mordecai","Zer0","Claptrap","Fl4k"
"2019/08/16 12:05:44 am GMT+3","Lilith","Maya","Aurelia","Amara"
"2019/08/16 12:08:31 am GMT+3","Lilith","Krieg","Nisha","Fl4k"
"2019/08/16 12:10:11 am GMT+3","Mordecai","Zer0","Claptrap","Fl4k"
"2019/08/16 12:11:31 am GMT+3","Lilith","Salvador","Aurelia","Zane"
"2019/08/16 12:11:39 am GMT+3","Roland","Krieg","Athena","Amara"
"2019/08/16 12:13:02 am GMT+3","Mordecai","Gaige","Jack","Moze"
"2019/08/16 12:14:12 am GMT+3","Roland","Axton","Athena",""
"2019/08/16 12:16:00 am GMT+3","Lilith","Zer0","Aurelia","Fl4k"
"2019/08/16 12:17:01 am GMT+3","Lilith","Zer0","Wilhelm","Fl4k"
"2019/08/16 12:17:46 am GMT+3","Roland","Maya","Nisha","Fl4k"
"2019/08/16 12:17:50 am GMT+3","Brick","Gaige","Athena","Amara"
"2019/08/16 12:17:57 am GMT+3","Roland","Gaige","Jack","Moze"
"2019/08/16 12:19:46 am GMT+3","Lilith","Zer0","Nisha","Moze"
"2019/08/16 12:19:55 am GMT+3","Roland","Salvador","Wilhelm","Fl4k"
"2019/08/16 12:21:55 am GMT+3","Brick","Axton","Nisha","Zane"
"2019/08/16 12:22:34 am GMT+3","Brick","Salvador","Jack","Fl4k"
"2019/08/16 12:22:57 am GMT+3","Mordecai","Maya","Jack","Fl4k"
"2019/08/16 12:23:07 am GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 12:23:12 am GMT+3","Mordecai","Maya","Nisha","Fl4k"
"2019/08/16 12:24:09 am GMT+3","Mordecai","Axton","Aurelia","Zane"
"2019/08/16 12:24:25 am GMT+3","Brick","Zer0","Athena","Zane"
"2019/08/16 12:24:38 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 12:24:52 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 12:28:33 am GMT+3","Lilith","Maya","Nisha","Fl4k"
"2019/08/16 12:30:23 am GMT+3","Lilith","Zer0","Wilhelm","Zane"
"2019/08/16 12:32:49 am GMT+3","Brick","Salvador","Nisha","Moze"
"2019/08/16 12:35:54 am GMT+3","Mordecai","Gaige","Jack","Fl4k"
"2019/08/16 12:37:22 am GMT+3","Roland","Krieg","Jack","Fl4k"
"2019/08/16 12:37:39 am GMT+3","","Maya","","Moze"
"2019/08/16 12:38:53 am GMT+3","Mordecai","Krieg","Jack","Zane"
"2019/08/16 12:39:03 am GMT+3","Roland","Axton","Jack","Moze"
"2019/08/16 12:39:30 am GMT+3","Lilith","Maya","Nisha","Zane"
"2019/08/16 12:39:50 am GMT+3","Roland","Axton","",""
"2019/08/16 12:39:54 am GMT+3","Roland","Zer0","Athena","Fl4k"
"2019/08/16 12:45:21 am GMT+3","Lilith","Maya","Aurelia","Amara"
"2019/08/16 12:48:07 am GMT+3","Roland","Axton","Jack","Zane"
"2019/08/16 12:50:18 am GMT+3","Lilith","Zer0","Athena","Zane"
"2019/08/16 12:50:48 am GMT+3","Brick","Krieg","","Zane"
"2019/08/16 12:52:01 am GMT+3","Roland","Zer0","Jack","Zane"
"2019/08/16 12:52:22 am GMT+3","Roland","Axton","Jack","Amara"
"2019/08/16 12:52:52 am GMT+3","Mordecai","Salvador","Athena","Fl4k"
"2019/08/16 12:53:34 am GMT+3","Roland","Maya","Wilhelm","Amara"
"2019/08/16 12:54:27 am GMT+3","Mordecai","Zer0","Athena","Zane"
"2019/08/16 12:54:29 am GMT+3","Roland","Gaige","Jack","Moze"
"2019/08/16 12:54:36 am GMT+3","Mordecai","Krieg","Wilhelm","Fl4k"
"2019/08/16 12:54:47 am GMT+3","Roland","Axton","Claptrap","Zane"
"2019/08/16 12:56:01 am GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 12:57:49 am GMT+3","Mordecai","Zer0","Wilhelm","Fl4k"
"2019/08/16 12:58:01 am GMT+3","Lilith","Maya","Nisha","Fl4k"
"2019/08/16 12:58:20 am GMT+3","Lilith","Gaige","Jack","Zane"
"2019/08/16 12:59:16 am GMT+3","Roland","Axton","Athena","Fl4k"
"2019/08/16 12:59:31 am GMT+3","Mordecai","Axton","Athena","Fl4k"
"2019/08/16 12:59:37 am GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 12:59:48 am GMT+3","Roland","Zer0","Claptrap","Moze"
"2019/08/16 1:00:00 am GMT+3","Mordecai","Gaige","Claptrap","Moze"
"2019/08/16 1:00:02 am GMT+3","Lilith","Gaige","","Fl4k"
"2019/08/16 1:00:07 am GMT+3","Lilith","Maya","Athena","Fl4k"
"2019/08/16 1:00:24 am GMT+3","Mordecai","Krieg","Athena","Fl4k"
"2019/08/16 1:02:28 am GMT+3","Brick","Axton","Athena","Zane"
"2019/08/16 1:02:32 am GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 1:02:42 am GMT+3","Roland","Axton","Jack","Zane"
"2019/08/16 1:02:45 am GMT+3","Roland","Axton","Wilhelm","Zane"
"2019/08/16 1:02:51 am GMT+3","","","",""
"2019/08/16 1:03:31 am GMT+3","Lilith","Axton","Jack","Zane"
"2019/08/16 1:04:21 am GMT+3","Mordecai","Zer0","Wilhelm","Zane"
"2019/08/16 1:04:41 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 1:05:54 am GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/16 1:07:54 am GMT+3","Mordecai","Gaige","Jack","Moze"
"2019/08/16 1:10:45 am GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 1:10:47 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 1:13:10 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 1:13:29 am GMT+3","Mordecai","Maya","Nisha","Fl4k"
"2019/08/16 1:14:53 am GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 1:15:56 am GMT+3","Mordecai","Krieg","Claptrap",""
"2019/08/16 1:17:19 am GMT+3","Lilith","Maya","Claptrap","Amara"
"2019/08/16 1:19:00 am GMT+3","Lilith","Maya","Claptrap","Amara"
"2019/08/16 1:19:41 am GMT+3","Roland","Salvador","Jack","Zane"
"2019/08/16 1:20:16 am GMT+3","Roland","Axton","Nisha","Zane"
"2019/08/16 1:21:25 am GMT+3","Lilith","Krieg","Claptrap","Fl4k"
"2019/08/16 1:21:52 am GMT+3","Roland","Axton","Athena","Zane"
"2019/08/16 1:21:56 am GMT+3","Roland","Axton","Athena","Zane"
"2019/08/16 1:22:20 am GMT+3","Roland","Maya","Wilhelm","Moze"
"2019/08/16 1:22:24 am GMT+3","Mordecai","Krieg","","Zane"
"2019/08/16 1:23:57 am GMT+3","Lilith","Salvador","Wilhelm","Fl4k"
"2019/08/16 1:25:47 am GMT+3","Lilith","Maya","Jack","Fl4k"
"2019/08/16 1:29:50 am GMT+3","Mordecai","Zer0","","Zane"
"2019/08/16 1:31:27 am GMT+3","Mordecai","Maya","Athena","Amara"
"2019/08/16 1:32:29 am GMT+3","Brick","Salvador","Jack","Moze"
"2019/08/16 1:33:55 am GMT+3","Lilith","Axton","Claptrap","Zane"
"2019/08/16 1:34:07 am GMT+3","Lilith","Gaige","Nisha","Moze"
"2019/08/16 1:34:08 am GMT+3","Lilith","Gaige","Athena","Moze"
"2019/08/16 1:35:59 am GMT+3","Roland","Maya","Nisha","Moze"
"2019/08/16 1:36:37 am GMT+3","Lilith","Salvador","Nisha","Moze"
"2019/08/16 1:37:13 am GMT+3","Mordecai","Zer0","Nisha","Fl4k"
"2019/08/16 1:38:06 am GMT+3","Mordecai","Krieg","Athena","Zane"
"2019/08/16 1:39:38 am GMT+3","Roland","Maya","Jack","Fl4k"
"2019/08/16 1:40:14 am GMT+3","Brick","Krieg","Wilhelm","Fl4k"
"2019/08/16 1:40:46 am GMT+3","Roland","Krieg","Jack","Moze"
"2019/08/16 1:44:47 am GMT+3","Roland","Axton","Athena","Moze"
"2019/08/16 1:45:08 am GMT+3","Lilith","Salvador","Jack","Zane"
"2019/08/16 1:47:18 am GMT+3","Roland","Axton","Athena","Moze"
"2019/08/16 1:48:03 am GMT+3","Lilith","Krieg","Nisha","Fl4k"
"2019/08/16 1:48:27 am GMT+3","Mordecai","Gaige","Jack","Fl4k"
"2019/08/16 1:50:47 am GMT+3","Mordecai","Zer0","Jack","Zane"
"2019/08/16 1:51:38 am GMT+3","Roland","Axton","Athena","Fl4k"
"2019/08/16 1:54:06 am GMT+3","Roland","Salvador","Jack","Moze"
"2019/08/16 1:54:20 am GMT+3","Roland","Salvador","Jack","Moze"
"2019/08/16 1:54:37 am GMT+3","Roland","Salvador","Athena","Fl4k"
"2019/08/16 1:57:21 am GMT+3","Mordecai","Salvador","Wilhelm","Fl4k"
"2019/08/16 1:58:03 am GMT+3","Roland","Zer0","Athena","Zane"
"2019/08/16 1:58:08 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 1:59:42 am GMT+3","Lilith","Krieg","Jack","Moze"
"2019/08/16 2:00:10 am GMT+3","Lilith","Krieg","Aurelia","Fl4k"
"2019/08/16 2:01:05 am GMT+3","Roland","Axton","Athena","Zane"
"2019/08/16 2:01:47 am GMT+3","Lilith","Gaige","Claptrap","Moze"
"2019/08/16 2:02:00 am GMT+3","Mordecai","Zer0","","Moze"
"2019/08/16 2:03:09 am GMT+3","Roland","Axton","Athena","Fl4k"
"2019/08/16 2:04:02 am GMT+3","Brick","Salvador","Wilhelm","Fl4k"
"2019/08/16 2:04:52 am GMT+3","Mordecai","Krieg","Jack","Amara"
"2019/08/16 2:05:50 am GMT+3","Brick","Krieg","Wilhelm","Fl4k"
"2019/08/16 2:06:23 am GMT+3","Lilith","Maya","Jack","Zane"
"2019/08/16 2:06:32 am GMT+3","Mordecai","Salvador","Athena","Fl4k"
"2019/08/16 2:09:40 am GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/16 2:15:23 am GMT+3","Lilith","Maya","Claptrap","Moze"
"2019/08/16 2:16:20 am GMT+3","Mordecai","Krieg","Jack","Zane"
"2019/08/16 2:21:08 am GMT+3","Mordecai","Krieg","Athena","Zane"
"2019/08/16 2:21:23 am GMT+3","Brick","Zer0","Claptrap","Amara"
"2019/08/16 2:22:02 am GMT+3","Mordecai","Salvador","Jack","Moze"
"2019/08/16 2:22:55 am GMT+3","Mordecai","Axton","Jack","Zane"
"2019/08/16 2:24:00 am GMT+3","Roland","Salvador","Nisha","Moze"
"2019/08/16 2:25:35 am GMT+3","Lilith","Maya","Athena","Zane"
"2019/08/16 2:26:01 am GMT+3","Roland","Zer0","Athena","Moze"
"2019/08/16 2:26:10 am GMT+3","Mordecai","Maya","Nisha","Moze"
"2019/08/16 2:26:23 am GMT+3","Lilith","Zer0","","Fl4k"
"2019/08/16 2:27:29 am GMT+3","Lilith","Maya","Wilhelm","Moze"
"2019/08/16 2:28:32 am GMT+3","Mordecai","Zer0","Jack","Fl4k"
"2019/08/16 2:32:53 am GMT+3","Lilith","Zer0","Jack","Zane"
"2019/08/16 2:32:57 am GMT+3","Lilith","Axton","Claptrap",""
"2019/08/16 2:36:30 am GMT+3","Lilith","Maya","Nisha","Zane"
"2019/08/16 2:36:32 am GMT+3","Brick","Salvador","Claptrap","Moze"
"2019/08/16 2:42:49 am GMT+3","Mordecai","Maya","Jack","Amara"
"2019/08/16 2:43:02 am GMT+3","Mordecai","Maya","Jack","Amara"
"2019/08/16 2:43:06 am GMT+3","Brick","Axton","","Moze"
"2019/08/16 2:43:42 am GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 2:45:35 am GMT+3","Lilith","Gaige","Jack","Amara"
"2019/08/16 2:47:04 am GMT+3","Lilith","Maya","Nisha","Moze"
"2019/08/16 2:47:39 am GMT+3","Mordecai","Axton","Jack","Amara"
"2019/08/16 2:47:49 am GMT+3","Lilith","Maya","Aurelia","Fl4k"
"2019/08/16 2:48:19 am GMT+3","Lilith","Zer0","Jack","Amara"
"2019/08/16 2:49:09 am GMT+3","Lilith","Salvador","Nisha","Fl4k"
"2019/08/16 2:50:47 am GMT+3","Mordecai","Salvador","Nisha","Fl4k"
"2019/08/16 2:52:34 am GMT+3","Roland","Axton","Athena","Moze"
"2019/08/16 2:52:44 am GMT+3","Mordecai","Krieg","Jack","Zane"
"2019/08/16 2:55:05 am GMT+3","Roland","Krieg","Jack","Moze"
"2019/08/16 2:58:10 am GMT+3","Lilith","Zer0","Athena","Fl4k"
"2019/08/16 2:58:34 am GMT+3","Lilith","Krieg","Jack","Fl4k"
"2019/08/16 2:59:44 am GMT+3","Mordecai","Krieg","Athena","Zane"
"2019/08/16 3:02:32 am GMT+3","Lilith","Gaige","Athena","Amara"
"2019/08/16 3:03:12 am GMT+3","Mordecai","Salvador","Jack","Moze"
"2019/08/16 3:04:36 am GMT+3","Lilith","Zer0","Athena","Zane"
"2019/08/16 3:05:42 am GMT+3","Roland","Salvador","Aurelia",""
"2019/08/16 3:07:53 am GMT+3","Mordecai","Zer0","Athena","Amara"
"2019/08/16 3:17:35 am GMT+3","Lilith","Zer0","Athena","Moze"
"2019/08/16 3:18:17 am GMT+3","","Zer0","Wilhelm","Fl4k"
"2019/08/16 3:18:30 am GMT+3","","Salvador","Claptrap","Fl4k"
"2019/08/16 3:18:55 am GMT+3","Lilith","Zer0","Athena","Zane"
"2019/08/16 3:19:24 am GMT+3","Roland","Axton","Athena",""
"2019/08/16 3:20:18 am GMT+3","Brick","Krieg","Athena","Moze"
"2019/08/16 3:21:06 am GMT+3","Lilith","Axton","Athena","Moze"
"2019/08/16 3:22:04 am GMT+3","Roland","Gaige","Athena","Moze"
"2019/08/16 3:22:26 am GMT+3","Lilith","Salvador","Athena","Zane"
"2019/08/16 3:23:23 am GMT+3","Lilith","Maya","Nisha","Moze"
"2019/08/16 3:24:12 am GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 3:24:14 am GMT+3","Roland","Axton","Wilhelm","Zane"
"2019/08/16 3:25:09 am GMT+3","Lilith","Salvador","Jack","Zane"
"2019/08/16 3:28:36 am GMT+3","Lilith","Krieg","Jack","Zane"
"2019/08/16 3:30:43 am GMT+3","Lilith","Maya","Aurelia","Amara"
"2019/08/16 3:31:02 am GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/16 3:33:04 am GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/16 3:33:31 am GMT+3","Lilith","Maya","Nisha",""
"2019/08/16 3:34:37 am GMT+3","Lilith","Salvador","Jack","Zane"
"2019/08/16 3:40:23 am GMT+3","Lilith","Maya","Jack","Amara"
"2019/08/16 3:41:05 am GMT+3","Lilith","Axton","Jack","Fl4k"
"2019/08/16 3:41:15 am GMT+3","Roland","Maya","Nisha","Amara"
"2019/08/16 3:41:16 am GMT+3","","Krieg","Nisha","Moze"
"2019/08/16 3:43:10 am GMT+3","Roland","Axton","Jack","Moze"
"2019/08/16 3:43:46 am GMT+3","Brick","Krieg","Athena","Amara"
"2019/08/16 3:48:31 am GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 3:48:38 am GMT+3","Lilith","Maya","Jack","Moze"
"2019/08/16 3:49:48 am GMT+3","Lilith","Salvador","Nisha","Moze"
"2019/08/16 3:50:41 am GMT+3","Mordecai","Krieg","Aurelia","Zane"
"2019/08/16 3:50:49 am GMT+3","Lilith","Maya","Jack","Zane"
"2019/08/16 3:52:03 am GMT+3","Lilith","Maya","Wilhelm","Moze"
"2019/08/16 3:55:01 am GMT+3","Lilith","Salvador","Jack","Fl4k"
"2019/08/16 3:56:06 am GMT+3","Lilith","Gaige","Claptrap","Zane"
"2019/08/16 3:58:14 am GMT+3","Lilith","Maya","Aurelia","Amara"
"2019/08/16 3:58:15 am GMT+3","Lilith","Krieg","Claptrap","Fl4k"
"2019/08/16 4:01:13 am GMT+3","Mordecai","Maya","Aurelia","Fl4k"
"2019/08/16 4:01:43 am GMT+3","Mordecai","Zer0","Athena","Amara"
"2019/08/16 4:02:16 am GMT+3","Mordecai","Maya","Aurelia","Zane"
"2019/08/16 4:03:33 am GMT+3","Brick","Krieg","Wilhelm","Fl4k"
"2019/08/16 4:04:07 am GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 4:04:08 am GMT+3","Mordecai","Zer0","Nisha","Fl4k"
"2019/08/16 4:04:24 am GMT+3","Mordecai","Maya","Claptrap","Zane"
"2019/08/16 4:05:15 am GMT+3","Mordecai","Zer0","Jack","Zane"
"2019/08/16 4:05:45 am GMT+3","Lilith","Maya","Athena","Zane"
"2019/08/16 4:06:03 am GMT+3","Lilith","Maya","Jack","Zane"
"2019/08/16 4:06:03 am GMT+3","Mordecai","Krieg","Claptrap","Fl4k"
"2019/08/16 4:06:50 am GMT+3","Brick","Salvador","Jack","Fl4k"
"2019/08/16 4:07:12 am GMT+3","Mordecai","Zer0","Jack","Fl4k"
"2019/08/16 4:08:52 am GMT+3","","Axton","Jack",""
"2019/08/16 4:10:32 am GMT+3","Mordecai","Salvador","Jack","Zane"
"2019/08/16 4:10:34 am GMT+3","Lilith","Krieg","Athena","Zane"
"2019/08/16 4:11:19 am GMT+3","Roland","Axton","Athena","Zane"
"2019/08/16 4:13:43 am GMT+3","Roland","Axton","Jack","Moze"
"2019/08/16 4:15:10 am GMT+3","Mordecai","Maya","Athena","Moze"
"2019/08/16 4:15:44 am GMT+3","Mordecai","Zer0","Wilhelm","Moze"
"2019/08/16 4:16:00 am GMT+3","Roland","Axton","Wilhelm","Zane"
"2019/08/16 4:16:15 am GMT+3","Mordecai","Krieg","Jack","Fl4k"
"2019/08/16 4:18:52 am GMT+3","Brick","Salvador","Jack","Fl4k"
"2019/08/16 4:19:36 am GMT+3","Lilith","Gaige","Nisha","Amara"
"2019/08/16 4:23:47 am GMT+3","Lilith","Zer0","Jack","Fl4k"
"2019/08/16 4:24:21 am GMT+3","","Krieg","Jack","Fl4k"
"2019/08/16 4:25:51 am GMT+3","Roland","Axton","Jack","Moze"
"2019/08/16 4:27:34 am GMT+3","Mordecai","Gaige","Aurelia","Amara"
"2019/08/16 4:27:39 am GMT+3","Mordecai","Gaige","Aurelia","Amara"
"2019/08/16 4:28:55 am GMT+3","Mordecai","Zer0","Athena","Moze"
"2019/08/16 4:29:13 am GMT+3","","Gaige","Claptrap","Fl4k"
"2019/08/16 4:30:24 am GMT+3","Lilith","Krieg","Athena","Fl4k"
"2019/08/16 4:30:41 am GMT+3","Lilith","Salvador","Nisha","Moze"
"2019/08/16 4:31:08 am GMT+3","Lilith","Krieg","Aurelia","Moze"
"2019/08/16 4:31:37 am GMT+3","Mordecai","Gaige","Aurelia",""
"2019/08/16 4:34:21 am GMT+3","Mordecai","Krieg","Jack","Zane"
"2019/08/16 4:34:31 am GMT+3","Lilith","Salvador","Nisha","Fl4k"
"2019/08/16 4:34:46 am GMT+3","Brick","Salvador","Athena","Amara"
"2019/08/16 4:34:55 am GMT+3","Roland","Gaige","Jack","Moze"
"2019/08/16 4:35:44 am GMT+3","Lilith","Maya","Nisha","Moze"
"2019/08/16 4:36:09 am GMT+3","Lilith","Axton","Athena","Amara"
"2019/08/16 4:36:37 am GMT+3","Lilith","Zer0","Athena","Zane"
"2019/08/16 4:38:06 am GMT+3","Lilith","Krieg","Nisha","Amara"
"2019/08/16 4:40:51 am GMT+3","Roland","Maya","Claptrap","Fl4k"
"2019/08/16 4:40:54 am GMT+3","Mordecai","Axton","Jack","Zane"
"2019/08/16 4:45:29 am GMT+3","Lilith","Zer0","Athena","Moze"
"2019/08/16 4:47:24 am GMT+3","Lilith","Gaige","Nisha","Fl4k"
"2019/08/16 4:47:34 am GMT+3","Mordecai","Gaige","Jack","Fl4k"
"2019/08/16 4:49:14 am GMT+3","Mordecai","Maya","Athena","Amara"
"2019/08/16 4:55:15 am GMT+3","Mordecai","Krieg","Athena","Amara"
