"id","vote_mean","budget_mean","revenue_mean","popularity_mean","popularity_sum","vote_sum","name"
2,8.06666666666667,20450000,628832669,83.8068653333333,251.420596,24.2,"Mark Hamill"
3,6.61111111111111,55605555.5555556,234354988.555556,42.2015066296296,1139.440679,178.5,"Harrison Ford"
4,6.81666666666667,17725000,330444202,45.339096,272.034576,40.9,"Carrie Fisher"
12,7.6,9.4e+07,940335536,85.688789,85.688789,7.6,"Alexander Gould"
13,6.52,31800000,206431463,34.839949,174.199745,32.6,"Albert Brooks"
14,7.6,9.4e+07,940335536,85.688789,85.688789,7.6,"Ellen DeGeneres"
19,5.85,2e+07,11022138.5,8.1594585,16.318917,11.7,"Allison Janney"
20,5.62,40800000,161306396.8,22.3538178,111.769089,28.1,"Elizabeth Perkins"
31,7.05172413793103,62551724.137931,271952318.655172,49.9944640344828,1449.839457,204.5,"Tom Hanks"
32,6.725,32937500,138653017.75,36.600273375,292.802187,53.8,"Robin Wright"
33,6.03333333333333,57888888.8888889,154276739,27.5388171111111,247.849354,54.3,"Gary Sinise"
35,6.15,38750000,210373621.75,18.88220975,75.528839,24.6,"Sally Field"
40,6.4,9100000,1017333.33333333,3.67114933333333,11.013448,19.2,"Orson Welles"
47,7.6,12800000,40031879,22.022228,22.022228,7.6,"Björk"
48,5.8125,52437500.375,126193235.625,32.05344225,256.427538,46.5,"Sean Bean"
49,6.19090909090909,24672727.2727273,53520131.9090909,20.0121740909091,220.133915,68.1,"Maria Bello"
50,6.55714285714286,9728571.42857143,9583670.57142857,9.663086,67.641602,45.9,"Catherine Deneuve"
52,6.675,31350000,54462144.125,27.027215125,216.217721,53.4,"David Morse"
53,5.575,51500000,37059905.5,11.097762,44.391048,22.3,"Peter Stormare"
62,6.25142857142857,58151428.5714286,149835080.314286,34.7641657428571,1216.745801,218.8,"Bruce Willis"
63,5.81428571428571,35214285.7142857,88647268.0714286,18.9184583571429,264.858417,81.4,"Milla Jovovich"
64,6.34210526315789,75526315.7894737,204876746.315789,48.864164,928.419116,120.5,"Gary Oldman"
65,7,49583333.3333333,165850522.166667,43.5876261666667,261.525757,42,"Ian Holm"
66,6.35,58375000,158390988.25,22.8942495,91.576998,25.4,"Chris Tucker"
73,8,92620000,650422,32.351527,32.351527,8,"Alfred Abel"
74,8,92620000,650422,32.351527,32.351527,8,"Gustav Fröhlich"
75,8,92620000,650422,32.351527,32.351527,8,"Brigitte Helm"
85,6.578125,93453125,246073908.8125,54.97495709375,1759.198627,210.5,"Johnny Depp"
98,6.53333333333333,12383333.3333333,23966423.6666667,16.3868558333333,98.321135,39.2,"Sarah Polley"
99,7.2,0,9726954,7.958831,7.958831,7.2,"Amanda Plummer"
100,6.13333333333333,14500000,37668947,25.1085706666667,150.651424,36.8,"Scott Speedman"
101,5.7,14100000,0,9.318033,9.318033,5.7,"Leonor Watling"
102,7.1,5952000,2120439,18.119265,18.119265,7.1,"Deborah Harry"
103,6.77222222222222,59972222.2222222,233113568,41.6315234444444,749.367422,121.9,"Mark Ruffalo"
109,6.41428571428571,54509285.7142857,271916400.214286,41.4347441428571,580.086418,89.8,"Elijah Wood"
110,6.575,40218750,160968752.1875,29.311230875,468.979694,105.2,"Viggo Mortensen"
112,6.59047619047619,61571428.5714286,175045731.333333,33.6791795238095,707.26277,138.4,"Cate Blanchett"
113,6.3,3500000,48786000,15.75575,31.5115,12.6,"Christopher Lee"
114,6.6625,136625000,446879177.375,92.778265625,742.226125,53.3,"Orlando Bloom"
116,6.79375,50156259.9375,194106708.875,50.8901703125,814.242725,108.7,"Keira Knightley"
118,6.61333333333333,30133333.8,115169064.533333,35.9937967333333,539.906951,99.2,"Geoffrey Rush"
131,6.605,38150000,104479591.85,39.902262,798.04524,132.1,"Jake Gyllenhaal"
132,6.6,7.2e+07,96889998,32.227223,32.227223,6.6,"Scott MacDonald"
133,6.32222222222222,61166666.6666667,101610127.555556,26.853154,241.678386,56.9,"Peter Sarsgaard"
134,6.44666666666667,79133333.3333333,164954262.4,33.0236640666667,495.354961,96.7,"Jamie Foxx"
138,6.9,1.9e+07,25836616,64.181668,64.181668,6.9,"Quentin Tarantino"
139,6.2,26900000,83748763.3,36.5146574,365.146574,62,"Uma Thurman"
140,5.88888888888889,48500000,95926841.5555556,29.2157283333333,262.941555,53,"Lucy Liu"
141,6.4,11325000,47046819.5,17.12712175,68.508487,25.6,"David Carradine"
147,6.73333333333333,14366708.3333333,28331684.5,21.9084411666667,131.450647,40.4,"Michael Madsen"
150,4.25,15500000,34448414.5,13.3312195,26.662439,8.5,"RZA"
155,6.3,42500000,79234146,7.026561,14.053122,12.6,"Lucas Black"
190,6.975,20043750,78926536.6875,28.11124825,449.779972,111.6,"Clint Eastwood"
192,6.51379310344828,44362068.9655172,130009401.965517,35.0636358965517,1016.845441,188.9,"Morgan Freeman"
193,6.36842105263158,32244736.8421053,78743646.2105263,18.6317539473684,354.003325,121,"Gene Hackman"
194,6.5,21200000,19402480.25,9.225591,36.902364,26,"Richard Harris"
198,6.9,7.5e+07,527068851,46.875375,46.875375,6.9,"Dan Castellaneta"
199,6.9,7.5e+07,527068851,46.875375,46.875375,6.9,"Julie Kavner"
200,6.25,37500000,263534425.5,27.5655415,55.131083,12.5,"Nancy Cartwright"
204,6.765,50500000,173081592.3,32.9428961,658.857922,135.3,"Kate Winslet"
205,6.37368421052632,52652631.5789474,167926217.052632,31.1677803157895,592.187826,121.1,"Kirsten Dunst"
206,6.31739130434783,57478260.8695652,181882176.73913,40.180713826087,924.156418,145.3,"Jim Carrey"
207,6.46666666666667,18188888.8888889,65245305.5555556,20.4389887777778,183.950899,58.2,"Tom Wilkinson"
209,7.4,3e+06,2807390,10.757539,10.757539,7.4,"Jane Adams"
212,5.625,6.5e+07,304259222,27.5289115,110.115646,22.5,"David Cross"
216,6.35,12500000,7715588.5,6.2866565,12.573313,12.7,"Josh Flitter"
226,6.9,3.2e+07,60740827,34.628738,34.628738,6.9,"Heidi Hayes"
227,6.54285714285714,19571428.5714286,31418840.1428571,16.1391007142857,112.973705,45.8,"William Hurt"
228,6.74705882352941,37982352.9411765,109086209.588235,30.9617267647059,526.349355,114.7,"Ed Harris"
230,6.6,1500000,32000,4.680206,4.680206,6.6,"Stephen McHattie"
237,5.5,5e+05,0,1.428483,1.428483,5.5,"Aidan Devine"
245,7.9,10500000,68700000,86.201184,86.201184,7.9,"Keir Dullea"
246,7.9,10500000,68700000,86.201184,86.201184,7.9,"Gary Lockwood"
247,7.9,10500000,68700000,86.201184,86.201184,7.9,"William Sylvester"
258,6.65714285714286,9114285.71428571,27122191.5714286,13.7382928571429,96.16805,46.6,"Gael García Bernal"
259,7.6,2e+06,20908467,23.281616,23.281616,7.6,"Vanessa Bauche"
261,7.6,2e+06,20908467,23.281616,23.281616,7.6,"Goya Toledo"
270,8.1,4e+06,0,1.771584,1.771584,8.1,"Adriana Barraza"
280,7.8,4e+05,5028948,64.782984,64.782984,7.8,"Terry Gilliam"
287,6.80333333333333,69383333.3333333,204445195.733333,48.1166004333333,1443.498013,204.1,"Brad Pitt"
289,6.5,53750000,84968123,21.35272125,85.410885,26,"Madeleine Stowe"
290,6.80526315789474,31552631.5789474,97821789.8947368,22.8563774736842,434.271172,129.3,"Christopher Plummer"
325,6.8,4.1e+07,2.15e+08,32.798571,32.798571,6.8,"Eminem"
326,5.56666666666667,27222222.2222222,72082634.1111111,14.6004148888889,131.403734,50.1,"Kim Basinger"
327,5.88333333333333,29916666.6666667,55817315.5,15.4069725,92.441835,35.3,"Mekhi Phifer"
328,6.1375,32250000,102869433.375,16.469842125,131.758737,49.1,"Brittany Murphy"
335,6.52222222222222,38666666.6666667,87047934.4444444,25.9458272222222,233.512445,58.7,"Michael Shannon"
336,6.5,3e+07,41480851,9.278361,9.278361,6.5,"Xzibit"
343,4.96666666666667,7166666.66666667,28234919,5.30452566666667,15.913577,14.9,"Taryn Manning"
349,7.21428571428571,27285714.2857143,96891615.7142857,23.0072597142857,161.050818,50.5,"Scott Glenn"
350,6.45,19375000,58900473.8333333,16.5198573333333,198.238288,77.4,"Laura Linney"
351,6.525,20250000,24289195.5,12.53968375,50.158735,26.1,"Judy Davis"
352,6.95,21750000,14513957,11.1202695,22.240539,13.9,"Dennis Haysbert"
368,6.13333333333333,42833333.3333333,101255832.833333,19.3937403888889,349.087327,110.4,"Reese Witherspoon"
378,6.34,45800000,104819995.8,21.827082,109.13541,31.7,"Jonathan Pryce"
380,6.4304347826087,35656521.7391304,89422100.5869565,25.6243818695652,1178.721566,295.8,"Robert De Niro"
381,7.5,1.5e+07,0,41.089863,41.089863,7.5,"Katherine Helmond"
382,6.0125,17212500,11749750.5,9.057526875,72.460215,48.1,"Bob Hoskins"
388,6.58181818181818,16909090.9090909,23326444.0909091,15.7944482727273,173.738931,72.4,"Jim Broadbent"
400,7.4,1.1e+07,111858363,12.854853,12.854853,7.4,"Geraldine Chaplin"
417,6.6,31500000,123170398,24.804522,49.609044,13.2,"Ginnifer Goodwin"
418,6.6,5e+07,178457647.75,44.33095925,177.323837,26.4,"Robert Patrick"
424,6.8,6500000,1548955,5.483531,5.483531,6.8,"Dallas Roberts"
426,6.6,780000,0,6.003418,6.003418,6.6,"Larry Bagby"
427,5.6,0,0,4.596157,4.596157,5.6,"Sandra Ellis Lafferty"
429,4.95,1.2e+07,11309135.75,7.027396,28.109584,19.8,"Lucas Till"
448,6.6625,30625000,85055923.125,29.727568875,237.820551,53.3,"Hilary Swank"
449,6.72,96000000.2,273813055.4,43.8625692,219.312846,33.6,"Jay Baruchel"
454,6.11666666666667,3.6e+07,75364358.1666667,26.9021925,161.413155,36.7,"Michael Peña"
477,6.72,41300000,137258975.8,34.7606054,173.803027,33.6,"Julie Walters"
478,6.41666666666667,43666666.6666667,125065407.666667,28.6253746666667,171.752248,38.5,"Jamie Bell"
481,7.4,5e+06,1.1e+08,20.428237,20.428237,7.4,"Jean Heywood"
500,6.6,78885714.2857143,299349405.714286,45.9057632857143,1285.361372,184.8,"Tom Cruise"
501,6.56666666666667,34222222.2222222,112263946.333333,25.216255,226.946295,59.1,"Dakota Fanning"
502,6.2,1.32e+08,591739379,48.572726,48.572726,6.2,"Miranda Otto"
503,5.4,33666666.6666667,0,8.726566,26.179698,16.2,"Justin Chatwin"
504,6.54545454545454,26454545.4545455,27862586.6363636,23.7335774545455,261.069352,72,"Tim Robbins"
514,6.80666666666667,3.8e+07,139354661.933333,36.3174182,544.761273,102.1,"Jack Nicholson"
515,6.15714285714286,41571428.5714286,144520603.571429,21.9113885714286,153.37972,43.1,"Glenn Close"
516,6.21538461538462,25038461.5384615,60348005.5384615,16.8806146153846,219.44799,80.8,"Annette Bening"
517,6.15416666666667,41166666.6666667,133270635.375,23.2138559166667,557.132542,147.7,"Pierce Brosnan"
518,5.99333333333333,23400000,60199312.7333333,19.4996364,292.494546,89.9,"Danny DeVito"
519,6.05,33500000,21816422,14.838131,29.676262,12.1,"Martin Short"
520,5.525,48250000,69459615.625,14.448054875,115.584439,44.2,"Sarah Jessica Parker"
521,6.45,66750000,215207842.375,36.192810125,289.542481,51.6,"Michael J. Fox"
522,6.825,15000002.75,763002.75,3.5093815,14.037526,27.3,"Rod Steiger"
524,6.53684210526316,52284210.5263158,232541314.368421,38.3413309473684,728.485288,124.2,"Natalie Portman"
526,6.3,0,0,1.435742,1.435742,6.3,"Lukas Haas"
529,6.61666666666667,42458333.3333333,93127232.0833333,27.03604025,324.432483,79.4,"Guy Pearce"
530,6.52,67700000,194931034.9,42.4195968,424.195968,65.2,"Carrie-Anne Moss"
532,5.7,15875000,15851479.5,24.58802275,98.352091,22.8,"Joe Pantoliano"
564,6.4,0,0,3.320622,3.320622,6.4,"Richard Linklater"
569,6.675,13680000,44481374.7,26.6190155,532.38031,133.5,"Ethan Hawke"
571,7.7,2500000,5535405,23.672571,23.672571,7.7,"Andrea Eckert"
585,6.4,9333334.5,12184620.8333333,23.9432251666667,143.659351,38.4,"Rutger Hauer"
586,7.15,21500000,70178507,67.6525675,135.305135,14.3,"Sean Young"
587,3.5,1e+07,3e+07,3.7593705,7.518741,7,"Edward James Olmos"
588,5.2,0,0,1.630541,1.630541,5.2,"M. Emmet Walsh"
589,6.15714285714286,23428571.4285714,40101115,14.2047632857143,99.433343,43.1,"Daryl Hannah"
593,0,3e+05,0,0.006323,0.006323,0,"Joanna Cassidy"
622,8.2,26500000,159375308,60.732738,60.732738,8.2,"Yōji Matsuda"
643,6.56,40698022,87618000.8,8.7714014,43.857007,32.8,"Gong Li"
644,5.4,130000,54667954,15.611857,15.611857,5.4,"Blanchard Ryan"
646,5.4,130000,54667954,15.611857,15.611857,5.4,"Daniel Travis"
649,7.6,2700000,15992615,14.799323,14.799323,7.6,"Vernon Dobtcheff"
650,6.96666666666667,6e+06,150291004.333333,30.0702236666667,90.210671,20.9,"Karen Allen"
652,5.3,17500000,194962985.5,34.14908,68.29816,10.6,"Paul Freeman"
655,4.1,6e+07,0,15.406173,15.406173,4.1,"John Rhys-Davies"
656,6.26666666666667,1.7e+07,165046150,29.7411556666667,89.223467,18.8,"Denholm Elliott"
658,6.2125,4.1e+07,80080737.75,18.21902125,145.75217,49.7,"Alfred Molina"
670,7.8,1.8e+08,521311860,66.390712,66.390712,7.8,"Ben Burtt"
677,7.13333333333333,11176666.6666667,8380127,13.5180473333333,40.554142,21.4,"Moritz Bleibtreu"
678,7.5,14500000,3.5e+07,21.332606,42.665212,15,"Martina Gedeck"
679,6.95,34132500,127450506.5,43.0205765,172.082306,27.8,"Franka Potente"
680,7.7,18339750,92180910,32.445895,32.445895,7.7,"Corinna Harfouch"
689,7.1,2.8e+07,3.33e+08,66.976776,66.976776,7.1,"Kate Capshaw"
690,7.1,2.8e+07,3.33e+08,66.976776,66.976776,7.1,"Jonathan Ke Quan"
693,6.6,860000,2451545,3.703005,3.703005,6.6,"Roshan Seth"
695,6.6,1500000,11806119,17.49699,17.49699,6.6,"Roy Chiao"
707,6.2375,26662500,53387332.375,15.924375875,254.790014,99.8,"Dan Aykroyd"
723,6.46,15840000,114939409.4,25.0513716,125.256858,32.3,"Patrick Swayze"
738,6.4695652173913,25004565.2173913,109741711.130435,27.4641613913043,631.675712,148.8,"Sean Connery"
741,7.45,5250000,26143707,30.7364605,61.472921,14.9,"River Phoenix"
765,6.4,3.5e+07,0,3.721272,3.721272,6.4,"Hiam Abbass"
776,5.8,66128571.4285714,205227494.464286,23.7680240357143,665.504673,162.4,"Eddie Murphy"
777,6.34,22300000,190492148,22.4199056,112.099528,31.7,"Judge Reinhold"
778,6.45,17500000,308162757,27.564089,55.128178,12.9,"John Ashton"
783,5.3,25530000,20080020,4.475007,4.475007,5.3,"Jonathan Banks"
785,7.1,2500000,0,10.363642,10.363642,7.1,"James Russo"
819,6.675,50275000,79256637.0625,40.49804,647.96864,106.8,"Edward Norton"
820,6.175,6625000,7023060.5,20.472119,81.888476,24.7,"Edward Furlong"
821,7.65,17500000,42637339.5,48.203033,96.406066,15.3,"Beverly D'Angelo"
824,7.4,5.3e+07,83282296,28.350529,28.350529,7.4,"Ethan Suplee"
825,5.3,2.5e+07,21138682.5,11.3504245,22.700849,10.6,"Stacy Keach"
826,6.1,15750000,55474728.25,12.439993,49.759972,24.4,"Fairuza Balk"
827,6.4,5e+06,0,11.095219,11.095219,6.4,"Elliott Gould"
828,4.5,0,9016377,0.185373,0.185373,4.5,"Guy Torry"
830,4.5,3.9e+07,6614280,2.817364,2.817364,4.5,"Joe Cortese"
854,7.625,2381184,8669306.25,17.573124,70.292496,30.5,"James Stewart"
855,7.2,2800000,60922980,25.939385,25.939385,7.2,"Lee Remick"
856,6.9,19166666.6666667,7136742.33333333,4.41595133333333,13.247854,20.7,"Ben Gazzara"
860,4.9,2e+07,2297493,0.173964,0.173964,4.9,"Eve Arden"
862,7.65,6900000,49620136,31.9653025,63.930605,15.3,"George C. Scott"
879,6.11333333333333,39600000,56835322.6666667,16.1401637333333,242.102456,91.7,"Billy Bob Thornton"
880,6.27,57737500,186430447.9,37.84397145,756.879429,125.4,"Ben Affleck"
882,6.34,3.8e+07,40691926.4,23.3309866,116.654933,31.7,"Liv Tyler"
883,6.16,26020000,52057605.3,15.9553278,159.553278,61.6,"Will Patton"
884,6.11538461538461,48369230.7692308,114460148.846154,23.1806793076923,301.348831,79.5,"Steve Buscemi"
886,5.66666666666667,143333333.333333,198473770.333333,74.2614933333333,222.78448,17,"William Fichtner"
887,5.83076923076923,62653846.1538462,129613129.461538,28.2850571923077,735.411487,151.6,"Owen Wilson"
920,7.9,1.4e+07,8.5e+07,26.967494,26.967494,7.9,"Jürgen Prochnow"
921,5,17900000,6948633,12.752463,12.752463,5,"Brigitte Nielsen"
934,6.55909090909091,69795454.5454545,137773516.181818,32.2068151818182,708.549934,144.3,"Russell Crowe"
935,6.63333333333333,5.1e+07,99509467.3333333,27.468435,164.81061,39.8,"Connie Nielsen"
936,6.83333333333333,1.5e+07,12467625.6666667,3.76310033333333,11.289301,20.5,"Oliver Reed"
937,7.35,4500000,0,7.2278955,14.455791,14.7,"Derek Jacobi"
938,6.46666666666667,78166666.6666667,118761196.333333,33.969881,101.909643,19.4,"Djimon Hounsou"
955,5.99166666666667,80491655.5833333,158556980.416667,26.1191100833333,313.429321,71.9,"Penélope Cruz"
973,6.15,27337500,5222367.75,11.78514625,47.140585,24.6,"Jason Flemyng"
974,7.5,1350000,3897569,16.032594,16.032594,7.5,"Dexter Fletcher"
975,7.5,1350000,3897569,16.032594,16.032594,7.5,"Nick Moran"
976,6.03333333333333,4e+07,78285882.5714286,37.9072040952381,796.051286,126.7,"Jason Statham"
980,6.56666666666667,8333333.33333333,29030366.3333333,27.442214,82.326642,19.7,"Vinnie Jones"
982,7.4,1e+06,0,5.247956,5.247956,7.4,"Sting"
984,6.7,1.8e+07,0,8.321586,8.321586,6.7,"Nicholas Rowe"
990,7.3,0,0,1.391958,1.391958,7.3,"Frank Harper"
1003,5.95,21912500,11220514.5,17.001052125,136.008417,47.6,"Jean Reno"
1004,6.7,23833333.3333333,18171175,11.160049,33.480147,20.1,"Danny Aiello"
1019,7.33333333333333,53433333.3333333,205281986.666667,39.2636663333333,117.790999,22,"Mads Mikkelsen"
1036,8,1300000,28262574,58.845025,58.845025,8,"Cybill Shepherd"
1037,6.61818181818182,20036363.6363636,35096580.3636364,27.629514,303.924654,72.8,"Harvey Keitel"
1038,6.59166666666667,44791666.6666667,121901262.166667,28.0910098333333,337.092118,79.1,"Jodie Foster"
1039,7.05,1400005.5,43136672,19.910051,39.820102,14.1,"Peter Boyle"
1062,5.83333333333333,24444444.4444444,147652246.777778,30.2208198888889,271.987379,52.5,"Christopher Lloyd"
1063,5.98333333333333,19700000,134855326.166667,29.618594,177.711564,35.9,"Lea Thompson"
1064,5.8,13666666.6666667,0,4.078229,12.234687,17.4,"Crispin Glover"
1065,5.8,5e+06,0,8.190888,8.190888,5.8,"Thomas F. Wilson"
1081,7.2,1530000,7267585,27.36562,27.36562,7.2,"Herbert Knaup"
1083,4.8,8e+07,5989640,7.342892,7.342892,4.8,"Armin Rohde"
1100,6.032,61532000,167494750.88,42.9187362,1072.968405,150.8,"Arnold Schwarzenegger"
1101,6.1,12500000,59246261.5,28.441096,56.882192,12.2,"Carl Weathers"
1102,6.35,9e+06,49117774,25.0125025,50.025005,12.7,"Elpidia Carrillo"
1109,5.9,3.5e+07,57120318,27.934978,27.934978,5.9,"Kevin Peter Hall"
1115,7.4,2380000,8176544,8.395624,8.395624,7.4,"Stephen Graham"
1117,5.8,2e+07,16605763,9.149089,9.149089,5.8,"Dennis Farina"
1118,5.9,7.9e+07,59031652,13.778815,27.55763,11.8,"Rade Serbedzija"
1121,6.57777777777778,40333333.3333333,46957392.6666667,25.5477521111111,229.929769,59.2,"Benicio del Toro"
1125,6.65,3.7e+07,93837471.5,53.23527,106.47054,13.3,"Ewen Bremner"
1137,6.33333333333333,21166666.6666667,70729915.1666667,13.52805,81.1683,38,"Juliette Binoche"
1146,7.2,2425000,8280862.5,16.89733,67.58932,28.8,"Julie Delpy"
1158,6.67368421052632,32289473.6842105,71956796.7894737,34.8604580526316,662.348703,126.8,"Al Pacino"
1159,6.95,18500000,51527380,38.83247,77.66494,13.9,"Steven Bauer"
1160,6.6,49750000,79591405.8125,24.25737625,388.11802,105.6,"Michelle Pfeiffer"
1161,6.93333333333333,30600000,48097295.6666667,14.111728,42.335184,20.8,"Mary Elizabeth Mastrantonio"
1162,4.45,9e+06,75834387,10.408278,20.816556,8.9,"Robert Loggia"
1164,6.86,35200000,88784320,31.569472,157.84736,34.3,"F. Murray Abraham"
1166,5.5,4.5e+07,0,11.120344,11.120344,5.5,"Harris Yulin"
1173,7.1,60000,3221152,27.788067,27.788067,7.1,"Mark Margolis"
1187,5.4,130000,54667954,15.611857,15.611857,5.4,"Saul Stein"
1204,6.24074074074074,44172098.2222222,137019492.814815,22.1178871851852,597.182954,168.5,"Julia Roberts"
1205,6.18823529411765,31705882.3529412,96489070.5294118,17.0115792941176,289.196848,105.2,"Richard Gere"
1206,5.76666666666667,4.4e+07,74668689.6666667,27.3510963333333,82.053289,17.3,"Jason Alexander"
1208,7,1.4e+07,4.63e+08,45.473484,45.473484,7,"Ralph Bellamy"
1210,5.75,4.5e+07,107179212,25.16843,50.33686,11.5,"Héctor Elizondo"
1211,5.025,24875000,30826986.25,5.65582475,22.623299,20.1,"Larry Miller"
1212,6.5,0,0,11.360997,11.360997,6.5,"Laura San Giacomo"
1229,6.46190476190476,50595238.0952381,101531699.238095,31.2106162857143,655.422942,135.7,"Jeff Bridges"
1230,6.29444444444444,53055555.5555556,150166411.222222,31.7966724444444,572.340104,113.3,"John Goodman"
1231,6.52173913043478,28156521.7391304,52397844.1304348,26.5942499565217,611.667749,150,"Julianne Moore"
1233,6.74736842105263,29868421.0526316,68990342.7368421,22.5719495789474,428.867042,128.2,"Philip Seymour Hoffman"
1234,4.5,12400000,9743658.2,17.2172206,86.086103,22.5,"Tara Reid"
1236,4.6,3500000,0,1.271621,1.271621,4.6,"Mark Pellegrino"
1241,5.97,52300000,85018954.3,27.0191132,270.191132,59.7,"John Turturro"
1243,6.57857142857143,11285714.2857143,26694330.4285714,14.5376516428571,203.527123,92.1,"Woody Allen"
1244,6.35,21500019.875,38199868.5,17.73295975,141.863678,50.8,"Jonathan Rhys Meyers"
1245,6.53888888888889,48238888.8888889,154611861.666667,44.8683849444444,807.630929,117.7,"Scarlett Johansson"
1246,6.6,14318753.5,23342892.375,13.40874225,107.269938,52.8,"Emily Mortimer"
1247,6.82,11200000,55602290.4,41.7619168,208.809584,34.1,"Matthew Goode"
1248,6.38,23500000,70962822,15.3438988,76.719494,31.9,"Brian Cox"
1249,6.9,0,0,3.735723,3.735723,6.9,"Penelope Wilton"
1269,6.45833333333333,44895833.3333333,99687096.4583333,20.975248875,503.405973,155,"Kevin Costner"
1270,7.6,2.5e+07,76270454,38.272889,38.272889,7.6,"Charles Martin Smith"
1271,6.13333333333333,18066666.6666667,39240768.7777778,12.6477095555556,113.829386,55.2,"Andy García"
1276,6.73333333333333,15133333.3333333,47166453.3333333,13.9238893333333,83.543336,40.4,"Patricia Clarkson"
1281,6.52,70200000,162656183.2,28.9327734,144.663867,32.6,"Freddie Highmore"
1282,6.7,5e+07,158322921,22.8194996666667,68.458499,20.1,"David Kelly"
1283,6.63333333333333,40383333.3333333,108309810.555556,22.877608,205.898472,59.7,"Helena Bonham Carter"
1284,7.3,0,0,10.396305,10.396305,7.3,"Noah Taylor"
1285,6.02,28400000,64725117.4,18.4262432,92.131216,30.1,"AnnaSophia Robb"
1292,7.5,11500000,23237911,15.355589,15.355589,7.5,"James Fox"
1327,7.06923076923077,130384615.384615,604170010.230769,60.2106310769231,782.738204,91.9,"Ian McKellen"
1328,5.65,8750000,9908147.75,4.593493,18.373972,22.6,"Sean Astin"
1329,4.9,1.2e+07,24829644,12.653831,12.653831,4.9,"Billy Boyd"
1331,7.15,9.7e+07,251540404.5,79.5686075,159.137215,14.3,"Hugo Weaving"
1333,6.06666666666667,6e+07,190012501.833333,62.1349298333333,372.809579,36.4,"Andy Serkis"
1336,6.15,46500000,108241761.6,22.3789185,223.789185,61.5,"Jet Li"
1337,6.875,31800250,97139272.25,17.764236,71.056944,27.5,"Tony Leung Chiu-Wai"
1338,6.95,15500000,88697216,12.535979,25.071958,13.9,"Maggie Cheung"
1339,6.5,29694285.7142857,128472356.142857,21.9562224285714,153.693557,45.5,"Zhang Ziyi"
1340,6.9,0,0,6.017273,6.017273,6.9,"Chen Dao-Ming"
1341,6.5,2.8e+07,54227475.6666667,11.3133753333333,33.940126,19.5,"Donnie Yen"
1352,7.55,4825000,9919746,12.790294,25.580588,15.1,"Jean-Louis Trintignant"
1370,5.05,26750000,59375373.5,16.736928,66.947712,20.2,"Brad Dourif"
1372,5.24444444444444,64222222.2222222,95495839.5555556,29.558413,266.025717,47.2,"Karl Urban"
1428,7.3,5e+05,0,3.705239,7.410478,14.6,"Mick Jagger"
1429,7.2,0,0,2.162522,2.162522,7.2,"Charlie Watts"
1430,7.2,0,0,2.162522,2.162522,7.2,"Keith Richards"
1459,5.9,12305523,36230219,36.582038,36.582038,5.9,"Tina Turner"
1461,6.32962962962963,57796296.2962963,160188433.925926,39.522509,1067.107743,170.9,"George Clooney"
1462,6.63333333333333,16600000,23993352.6666667,21.4344076666667,64.303223,19.9,"Tim Blake Nelson"
1466,3.45,9e+06,0,5.6695275,11.339055,6.9,"Charles Durning"
1471,5.5,2.5e+07,50671850,14.340095,14.340095,5.5,"Ed Gale"
1487,5.2,0,0,1.71729,1.71729,5.2,"Bob Dylan"
1518,5.93333333333333,7.6e+07,115263499.666667,21.535267,64.605801,17.8,"Frances O'Connor"
1524,6.5,1e+07,85300000,10.892398,10.892398,6.5,"Harold Ramis"
1532,6.63333333333333,29425000,147154972.666667,29.99962325,359.995479,79.6,"Bill Murray"
1533,5.875,20350000,47447105.75,16.258840125,130.070721,47,"Andie MacDowell"
1534,6.1,7300000,35453486.5,30.35431,60.70862,12.2,"Chris Elliott"
1562,6.55,1.5e+07,23563147.5,16.6627105,33.325421,13.1,"Iben Hjejle"
1579,6.43333333333333,17666666.6666667,45216587.5,16.7329183333333,100.39751,38.6,"Maggie Gyllenhaal"
1580,7.1,8e+07,145771527,55.659988,55.659988,7.1,"Daveigh Chase"
1581,7.6,2.2e+07,424208848,45.707835,45.707835,7.6,"Mary McDonnell"
1619,5.94285714285714,41000015.7142857,36469552.1428571,16.1931098571429,113.351769,41.6,"Chow Yun-fat"
1620,6.325,52250000,154661353,30.2819245,121.127698,25.3,"Michelle Yeoh"
1622,6.85,47670500,64223575.5,11.489833,22.979666,13.7,"Chang Chen"
1639,6.9,15222225,29187587.5555556,22.7134783333333,204.421305,62.1,"Emily Watson"
1640,6.03333333333333,25500000,22309918.8333333,9.4723825,56.834295,36.2,"Stellan Skarsgård"
1646,6.6,8e+06,8279017,5.93923,5.93923,6.6,"Udo Kier"
1650,7.2,2e+07,303788635,52.456505,52.456505,7.2,"François Truffaut"
1666,7.3,1.2e+07,76208306.3333333,18.943362,56.830086,21.9,"Julie Christie"
1678,7.8,8e+06,553171,39.338097,39.338097,7.8,"Mitsuo Iwata"
1679,7.8,8e+06,553171,39.338097,39.338097,7.8,"Nozomu Sasaki"
1680,7.8,8e+06,553171,39.338097,39.338097,7.8,"Mami Koyama"
1711,5.6,8.8e+07,105316267,40.138009,40.138009,5.6,"Mackenzie Crook"
1733,6.30714285714286,28821428.5714286,53382834.9285714,15.7960119285714,221.144167,88.3,"Nick Nolte"
1736,5.01666666666667,10916666.6666667,39115552.6666667,15.081479,90.488874,30.1,"James Remar"
