"endTime","artistName","trackName","msPlayed"
"2019-01-07 01:10:00","Simon & Garfunkel","El Condor Pasa (If I Could)",187040
"2019-01-07 01:10:00","Simon & Garfunkel","Cecilia",13855
"2019-01-07 08:33:00","Simon & Garfunkel","Bridge Over Troubled Water",303722
"2019-01-07 08:36:00","Simon & Garfunkel","El Condor Pasa (If I Could)",187040
"2019-01-07 08:39:00","Simon & Garfunkel","Cecilia",174826
"2019-01-07 09:01:00","Simon & Garfunkel","Keep the Customer Satisfied",90688
"2019-01-07 14:16:00","Simon & Garfunkel","El Condor Pasa (If I Could)",187040
"2019-01-07 14:21:00","Simon & Garfunkel","Mrs. Robinson - From ""The Graduate"" Soundtrack",244026
"2019-01-07 14:25:00","Simon & Garfunkel","Bridge Over Troubled Water",293120
"2019-01-07 14:32:00","Cream","Badge",124453
"2019-01-07 22:02:00","Arctic Monkeys","Balaclava",171226
"2019-01-07 22:02:00","Queens of the Stone Age","Un-Reborn Again",27720
"2019-01-07 22:05:00","Arctic Monkeys","Fake Tales Of San Francisco",177946
"2019-01-08 01:26:00","Arctic Monkeys","Leave Before The Lights Come On",245312
"2019-01-08 09:38:00","Arctic Monkeys","Leave Before The Lights Come On",321907
"2019-01-08 09:42:00","Arctic Monkeys","Arabella",234883
"2019-01-08 10:18:00","Arctic Monkeys","My Propeller",187479
"2019-01-08 18:29:00","Razorlight","Golden Touch - Full Length",17193
"2019-01-08 18:32:00","The Kooks","Junk Of The Heart (Happy)",11900
"2019-01-08 18:32:00","Arctic Monkeys","Balaclava",171226
"2019-01-08 18:36:00","Arctic Monkeys","Anyways",221229
"2019-01-08 18:39:00","Arctic Monkeys","Don't Sit Down 'Cause I've Moved Your Chair",183506
"2019-01-08 18:43:00","Kasabian","Fire",252279
"2019-01-08 18:43:00","Vampire Weekend","Step",11973
"2019-01-08 18:47:00","Kings of Leon","Closer",237480
"2019-01-08 18:50:00","Arctic Monkeys","Snap Out Of It",193030
"2019-01-08 18:53:00","The Strokes","You Only Live Once",189226
"2019-01-08 18:58:00","Oasis","Supersonic - Remastered",283786
"2019-01-08 19:02:00","Arctic Monkeys","From The Ritz To The Rubble",193426
"2019-01-08 19:05:00","Kings of Leon","Manhattan",204226
"2019-01-08 19:08:00","The Libertines","Can't Stand Me Now",203733
"2019-01-08 19:12:00","Catfish and the Bottlemen","Pacifier",237533
"2019-01-08 19:16:00","Arctic Monkeys","R U Mine?",201726
"2019-01-08 19:16:00","Blur","Ghost Ship",16396
"2019-01-08 19:21:00","Interpol","Rest My Chemistry",300506
"2019-01-08 19:21:00","The Smiths","Ask - 2011 Remaster",17843
"2019-01-08 19:25:00","Arctic Monkeys","Do Me a Favour",209253
"2019-01-08 21:12:00","The Strokes","Threat of Joy",21016
"2019-01-08 21:16:00","Queen","Love Of My Life - Remastered 2011",217386
"2019-01-08 21:19:00","Queen","Good Company - Remastered 2011",203440
"2019-01-08 21:25:00","Queen","Bohemian Rhapsody - 2011 Mix",354320
"2019-01-08 21:26:00","Queen","God Save The Queen - Remastered 2011",75333
"2019-01-08 21:30:00","Queen","Keep Yourself Alive - Long Lost Retake / June 1975 / Remastered 2011",244386
"2019-01-08 21:32:00","Queen","Bohemian Rhapsody - Operatic Section / 2011 A Cappella Mix",63440
"2019-01-08 21:34:00","Queen","You’re My Best Friend - Backing Track Mix",177880
"2019-01-08 22:23:00","Queen","I’m In Love With My Car - Guitar & Vocal Mix / 2011",37263
"2019-01-08 22:27:00","The Neighbourhood","Prey",282640
"2019-01-08 22:31:00","The Neighbourhood","Cry Baby",235160
"2019-01-08 22:37:00","The Neighbourhood","Wiped Out!",373373
"2019-01-08 22:42:00","The Neighbourhood","The Beach",255133
"2019-01-08 22:46:00","The Neighbourhood","Daddy Issues",260173
"2019-01-09 00:32:00","The Neighbourhood","Baby Came Home 2 / Valentines",368890
"2019-01-09 08:19:00","Arctic Monkeys","The Afternoon's Hat",18650
"2019-01-09 08:20:00","Arctic Monkeys","7",56458
"2019-01-09 08:24:00","Arctic Monkeys","Leave Before The Lights Come On",225895
"2019-01-09 08:26:00","Arctic Monkeys","Da Frame 2R",111762
"2019-01-09 08:29:00","Arctic Monkeys","Do Me a Favour",204167
"2019-01-09 08:43:00","Arctic Monkeys","Teddy Picker",153401
"2019-01-10 17:11:00","Arctic Monkeys","A Certain Romance",331200
"2019-01-10 17:16:00","Arctic Monkeys","A Certain Romance",191024
"2019-01-10 19:39:00","The Kooks","Bad Habit",221413
"2019-01-10 19:55:00","Dire Straits","On Every Street",303560
"2019-01-10 20:00:00","Interpol","Rest My Chemistry",300506
"2019-01-10 20:02:00","The Strokes","Taken for a Fool",90800
"2019-01-10 20:07:00","Dire Straits","Sultans Of Swing",348624
"2019-01-10 20:08:00","The Police","Canary In A Coalmine - Remastered 2003",33140
